botid, date, time, press, phos, 
#, mmddyy, hhmmss, dbar, umol/kg, 
1790201824, 031106, 140519,   31.5,   0.07,
1800200324, 040106, 195834,    8.7,   0.04,
1800200424, 040106, 224435,   14.8,   0.04,
1800200423, 040106, 223923,   44.2,   0.03,
1800200422, 040106, 223658,   99.9,   0.05,
1800200421, 040106, 223523,  152.2,   0.03,
1800200420, 040106, 223353,  196.5,   0.03,
1810200424, 052606, 183542,    4.8,   0.01,
1810200524, 052606, 220524,   11.6,   0.01,
1810200523, 052606, 220224,   48.5,   0.02,
1810200522, 052606, 220030,   85.7,   0.08,
1810200521, 052606, 215834,  150.4,   0.20,
1810200520, 052606, 215654,  185.8,   0.40,
1820200324, 061306, 182745,   14.6,   0.04,
1820200424, 061306, 223506,   26.2,   0.03,
1820200423, 061306, 223413,   39.6,   0.01,
1820200422, 061306, 223231,   95.0,   0.02,
1820200421, 061306, 223052,  147.2,   0.20,
1820200420, 061306, 222927,  182.3,   0.26,
1830200424, 071206, 191440,    5.4,   0.07,
1830200524, 071206, 225448,    5.8,   0.08,
1830200523, 071206, 224908,   54.2,   0.04,
1830200522, 071206, 224728,   74.3,   0.05,
1830200521, 071206, 224449,  143.5,   0.09,
1840200424, 080806, 193838,    7.3,   0.07,
1840200524, 080806, 231108,   18.7,   0.06,
1840200523, 080806, 230947,   40.1,   0.01,
1840200522, 080806, 230813,   64.2,   0.05,
1840200521, 080806, 230635,  106.4,   0.04,
1840200520, 080806, 230432,  171.7,   0.20,
1850200324, 091506, 191028,    5.7,   0.02,
1850200424, 091506, 221100,   10.1,   0.01,
1850200423, 091506, 220858,   65.6,   0.01,
1850200421, 091506, 220556,  140.7,   0.08,
1850200420, 091506, 220411,  194.6,   0.20,
1860201224, 102006, 182547,    6.7,   0.01,
1860201324, 102006, 222546,    7.4,   0.03,
1860201323, 102006, 222142,   47.2,   0.02,
1860201322, 102006, 222012,   63.1,   0.02,
1860201321, 102006, 221824,  103.3,   0.05,
1860201320, 102006, 221643,  135.9,   0.09,
1860201319, 102006, 221428,  169.5,   0.09,
1870200324, 110806, 182810,    6.0,   0.03,
1870200424, 110806, 225024,   12.6,   0.03,
1870200423, 110806, 224554,   71.1,   0.01,
1870200422, 110806, 224504,   77.5,   0.01,
1870200421, 110806, 224329,  118.8,   0.06,
1870200420, 110806, 224143,  153.7,   0.10,
1870200419, 110806, 223956,  191.2,   0.15,
1880200324, 120906, 184339,    8.8,   0.01,
1880200424, 120906, 222724,   10.6,   0.00,
1880200423, 120906, 222354,   51.8,   0.00,
1880200422, 120906, 222204,   93.4,   0.02,
1880200421, 120906, 222044,  117.5,   0.06,
1880200420, 120906, 221854,  153.5,   0.20,
1890200424, 020607, 182621,    3.3,   0.01,
1890200524, 020607, 221419,    4.5,   0.02,
1890200523, 020607, 221154,   62.4,   0.02,
1890200522, 020607, 220954,  120.7,   0.06,
1890200521, 020607, 220834,  135.6,   0.15,
1890200520, 020607, 220649,  178.4,   0.26,
1900200424, 032007, 193101,    4.8,   0.01,
1900200524, 032007, 220821,    5.2,   0.02,
1900200523, 032007, 220636,   58.6,   0.01,
1900200522, 032007, 220454,  110.3,   0.09,
1900200521, 032007, 220305,  163.5,   0.25,
1910200424, 050407, 181555,    7.0,   0.08,
1910200501, 050407, 212654,    7.5,   0.08,
1910200524, 050407, 221715,   51.2,   0.11,
1910200523, 050407, 221401,   95.4,   0.03,
1910200522, 050407, 221214,  140.6,   0.11,
1910200521, 050407, 220954,  195.4,   0.19,
1920200324, 060907, 173626,    7.4,   0.09,
1920200424, 060907, 222904,    6.6,   0.06,
1920200423, 060907, 222504,   33.1,   0.05,
1920200422, 060907, 222156,   95.0,   0.03,
1920200421, 060907, 222014,  128.1,   0.03,
1920200420, 060907, 221824,  160.2,   0.05,
1930200124, 070707, 154039,    8.2,   0.02,
1930200123, 070707, 153734,   40.3,   0.01,
1930200122, 070707, 153540,   70.2,   0.01,
1930200121, 070707, 153414,   90.0,   0.01,
1930200120, 070707, 153214,  136.2,   0.06,
1930200224, 070707, 204232,    6.4,   0.05,
1940200324, 080307, 183348,    6.7,   0.05,
1940200424, 080307, 225817,    9.2,   0.05,
1940200423, 080307, 225403,   50.5,   0.06,
1940200422, 080307, 225152,   95.2,   0.06,
1940200421, 080307, 225033,  110.5,   0.09,
1940200420, 080307, 224913,  131.0,   0.17,
1940200419, 080307, 224722,  179.3,   0.50,
1950200324, 090207, 184544,    8.0,   0.05,
1950200424, 090207, 221553,   10.3,   0.05,
1950200423, 090207, 221348,   64.8,   0.05,
1950200422, 090207, 221152,   89.3,   0.05,
1950200421, 090207, 220922,  140.8,   0.14,
1950200420, 090207, 220724,  193.8,   0.20,
1960200324, 100207, 193640,    5.1,   0.04,
1960200424, 100207, 221509,    5.6,   0.05,
1960200423, 100207, 221329,   43.6,   0.05,
1960200422, 100207, 221149,   82.0,   0.02,
1960200421, 100207, 220959,  120.7,   0.02,
1960200420, 100207, 220834,  149.9,   0.04,
1970200323, 120107, 204518,   16.3,   0.06,
1970200424, 120207, 000627,    9.2,   0.05,
1970200423, 120207, 000402,   26.3,   0.04,
1970200422, 120207, 000212,   62.9,   0.06,
1970200421, 120107, 235942,  125.7,   0.17,
1970200420, 120107, 235802,  164.9,   0.26,
1980200424, 122007, 190605,    5.9,   0.05,
1980200524, 122007, 224032,   10.2,   0.07,
1980200523, 122007, 223657,   66.8,   0.06,
1980200522, 122007, 223430,  120.2,   0.08,
1980200521, 122007, 223249,  154.6,   0.14,
1990200324, 012908, 193114,    9.0,   0.05,
1990200424, 012908, 232242,   13.3,   0.05,
1990200423, 012908, 231913,   69.7,   0.05,
1990200422, 012908, 231553,  124.9,   0.13,
1990200421, 012908, 231332,  174.0,   0.23,
2000200324, 022308, 194442,    7.7,   0.06,
2000200424, 022308, 224322,   12.8,   0.05,
2000200423, 022308, 224104,   60.4,   0.04,
2000200422, 022308, 223751,  125.3,   0.13,
2000200421, 022308, 223525,  179.7,   0.24,
2010200324, 052708, 182707,    8.8,   0.08,
2010200424, 052708, 222105,    6.2,   0.08,
2010200423, 052708, 221811,   17.3,   0.08,
2010200422, 052708, 221605,   64.9,   0.02,
2010200421, 052708, 221421,  107.7,   0.01,
2010200420, 052708, 221229,  148.5,   0.03,
2020200324, 062508, 185520,    6.9,   0.06,
2020200424, 062508, 224903,    7.5,   0.05,
2020200423, 062508, 224253,   65.7,   0.03,
2020200422, 062508, 224133,   79.8,   0.04,
2020200421, 062508, 223953,  102.2,   0.07,
2020200420, 062508, 223745,  135.0,   0.15,
2020200419, 062508, 223503,  186.4,   0.37,
2030200424, 072608, 194423,   14.2,   0.08,
2030200524, 072608, 231931,   10.7,   0.10,
2030200523, 072608, 231711,   51.8,   0.06,
2030200522, 072608, 231522,   82.0,   0.06,
2030200521, 072608, 231226,  120.6,   0.08,
2030200520, 072608, 230954,  160.8,   0.09,
2030200519, 072608, 230717,  198.3,   0.20,
2040200324, 081608, 184145,    7.0,   0.04,
2040200424, 081608, 223109,    6.2,   0.05,
2040200423, 081608, 222543,   50.9,   0.04,
2040200422, 081608, 222403,   75.9,   0.06,
2040200421, 081608, 222139,  111.4,   0.09,
2040200420, 081608, 221929,  149.1,   0.11,
2050200324, 101008, 182854,    7.4,   0.01,
2050200424, 101008, 221054,   10.2,   0.00,
2050200423, 101008, 220755,   62.3,   0.00,
2050200422, 101008, 220624,   85.6,   0.03,
2050200421, 101008, 220423,  122.4,   0.06,
2050200420, 101008, 220248,  154.1,   0.14,
2050200419, 101008, 220119,  190.6,   0.20,
2060200324, 113008, 200645,   10.1,   0.00,
2060200424, 120108, 000755,   10.9,   0.03,
2060200423, 120108, 000305,   71.3,   0.05,
2060200422, 120108, 000135,  104.9,   0.08,
2060200421, 113008, 235925,  161.1,   0.22,
2080200324, 012009, 192440,   11.2,   0.01,
2080200424, 012009, 233024,   13.3,   0.02,
2080200423, 012009, 232615,   40.4,   0.02,
2080200422, 012009, 232354,   75.9,   0.02,
2080200421, 012009, 232059,  135.6,   0.05,
2080200420, 012009, 231839,  185.4,   0.18,
2090200324, 021709, 191500,    7.0,   0.03,
2090200424, 021809, 000028,    9.4,   0.04,
2090200423, 021709, 235603,   64.7,   0.03,
2090200422, 021709, 235358,  121.1,   0.08,
2090200421, 021709, 235133,  170.3,   0.21,
2100200324, 042809, 183424,    9.6,   0.05,
2100200424, 042809, 221917,    5.5,   0.05,
2100200423, 042809, 221653,   45.3,   0.03,
2100200422, 042809, 221437,   87.8,   0.02,
2100200421, 042809, 221218,  140.4,   0.03,
2100200420, 042809, 221017,  194.4,   0.24,
2110200324, 052709, 195341,    5.2,   0.03,
2110200424, 052709, 224930,    5.2,   0.02,
2110200423, 052709, 224815,   25.7,   0.03,
2110200422, 052709, 224630,   71.2,   0.02,
2110200421, 052709, 224437,  126.6,   0.04,
2110200420, 052709, 224230,  186.8,   0.10,
2120200424, 070309, 201840,    7.7,   0.11,
2120200524, 070409, 002346,    7.6,   0.12,
2120200523, 070409, 002001,   47.4,   0.13,
2120200522, 070409, 001807,   64.5,   0.03,
2120200521, 070409, 001545,  110.6,   0.03,
2120200520, 070409, 001326,  158.5,   0.14,
2130200324, 072509, 060249,    8.3,   0.10,
2130200424, 072509, 104527,    6.3,   0.10,
2130200423, 072509, 103933,   57.7,   0.07,
2130200422, 072509, 103713,   72.7,   0.05,
2130200421, 072509, 103348,  125.2,   0.05,
2130200420, 072509, 103037,  164.5,   0.14,
2140200324, 081809, 192757,    8.2,   0.06,
2140200422, 081809, 230457,   69.6,   0.01,
2140200421, 081809, 230227,  117.2,   0.01,
2140200420, 081809, 230027,  161.1,   0.05,
2150200424, 092409, 203938,    5.2,   0.03,
2150200524, 092409, 234043,   10.6,   0.04,
2150200523, 092409, 233907,   39.4,   0.03,
2150200522, 092409, 233737,   57.5,   0.01,
2150200521, 092409, 233542,   84.9,   0.03,
2150200520, 092409, 233352,  123.2,   0.18,
2150200519, 092409, 233209,  165.0,   0.23,
2160200324, 110309, 200458,    5.3,   0.09,
2160200424, 110309, 233219,    4.4,   0.08,
2160200423, 110309, 233059,   42.4,   0.06,
2160200422, 110309, 232944,   58.8,   0.03,
2160200421, 110309, 232820,   84.5,   0.04,
2160200420, 110309, 232654,  120.7,   0.08,
2160200419, 110309, 232509,  161.4,   0.23,
2160200418, 110309, 232329,  188.9,   0.31,
2170200424, 120909, 190700,    4.8,   0.07,
2170200524, 120909, 220804,    4.1,   0.06,
2170200523, 120909, 220639,   39.3,   0.06,
2170200522, 120909, 220514,   76.2,   0.06,
2170200521, 120909, 220414,   87.6,   0.03,
2170200520, 120909, 220203,  143.3,   0.09,
2190200124, 030910, 165512,    5.5,   0.10,
2190200123, 030910, 165256,   59.6,   0.11,
2190200122, 030910, 165114,   90.7,   0.12,
2190200121, 030910, 164944,  119.4,   0.15,
2190200120, 030910, 164815,  153.6,   0.15,
2190200224, 030910, 221052,    5.3,   0.09,
2190200522, 031010, 183350,    4.7,   0.09,
2190200521, 031010, 183252,   15.6,   0.09,
2190200519, 031010, 183121,   25.5,   0.09,
2190200518, 031010, 183016,   36.1,   0.09,
2190200517, 031010, 182852,   45.6,   0.09,
2190200516, 031010, 182739,   59.9,   0.10,
2190200515, 031010, 182621,   75.3,   0.10,
2190200512, 031010, 182306,  101.3,   0.10,
2190200509, 031010, 181952,  125.4,   0.14,
2190200507, 031010, 181706,  150.8,   0.16,
2190200505, 031010, 181441,  172.8,   0.20,
2200200324, 040610, 185341,    4.6,   0.10,
2200200424, 040610, 221815,    9.1,   0.10,
2200200423, 040610, 221649,   50.3,   0.10,
2200200422, 040610, 221510,  100.8,   0.07,
2200200421, 040610, 221356,  120.4,   0.07,
2200200420, 040610, 221255,  136.0,   0.09,
2200200419, 040610, 221110,  199.3,   0.16,
2200200722, 040710, 070439,    4.8,   0.09,
2200200721, 040710, 070335,   15.2,   0.08,
2200200719, 040710, 070126,   25.6,   0.09,
2200200718, 040710, 070224,   35.3,   0.08,
2200200717, 040710, 070027,   45.4,   0.09,
2200200716, 040710, 065917,   59.7,   0.09,
2200200715, 040710, 065754,   76.6,   0.08,
2200200712, 040710, 065459,   99.8,   0.09,
2200200709, 040710, 065201,  124.6,   0.10,
2200200707, 040710, 064950,  151.1,   0.14,
2200200705, 040710, 064745,  175.6,   0.15,
2210200424, 051810, 182856,    5.9,   0.08,
2210200524, 051810, 221810,    5.4,   0.11,
2210200523, 051810, 221655,   25.1,   0.09,
2210200522, 051810, 221540,   45.5,   0.08,
2210200521, 051810, 221414,   75.3,   0.08,
2210200520, 051810, 221246,  108.5,   0.08,
2210200519, 051810, 221143,  125.0,   0.09,
2210200518, 051810, 221038,  142.6,   0.04,
2210200517, 051810, 220843,  197.0,   0.10,
2210200822, 051910, 070624,    4.2,   0.08,
2210200821, 051910, 070324,   14.8,   0.08,
2210200819, 051910, 070204,   24.7,   0.08,
2210200818, 051910, 070104,   35.3,   0.08,
2210200817, 051910, 065955,   45.4,   0.08,
2210200816, 051910, 065844,   60.4,   0.08,
2210200815, 051910, 065735,   74.5,   0.08,
2210200812, 051910, 065419,  100.0,   0.09,
2210200809, 051910, 065109,  125.5,   0.06,
2210200807, 051910, 064855,  150.4,   0.06,
2210200805, 051910, 064640,  175.3,   0.08,
2220200424, 060810, 183112,    4.9,   0.05,
2220200524, 060810, 221011,    5.9,   0.04,
2220200523, 060810, 220811,   37.0,   0.03,
2220200522, 060810, 220641,   65.8,   0.02,
2220200521, 060810, 220541,   69.9,   0.01,
2220200520, 060810, 220406,  106.6,   0.04,
2220200519, 060810, 220256,  119.6,   0.06,
2220200822, 060910, 070850,    5.6,   0.06,
2220200821, 060910, 070739,   15.3,   0.05,
2220200819, 060910, 070619,   25.0,   0.04,
2220200818, 060910, 070509,   36.0,   0.05,
2220200817, 060910, 070404,   45.7,   0.04,
2220200816, 060910, 070244,   61.5,   0.03,
2220200815, 060910, 070134,   74.1,   0.02,
2220200812, 060910, 065805,   98.2,   0.03,
2220200809, 060910, 065424,  124.8,   0.11,
2220200807, 060910, 065150,  146.6,   0.09,
2220200805, 060910, 064845,  175.8,   0.19,
2230200424, 070810, 200014,    6.9,   0.05,
2230200524, 070810, 234249,   13.8,   0.06,
2230200523, 070810, 234055,   46.9,   0.04,
2230200522, 070810, 233955,   55.4,   0.03,
2230200521, 070810, 233845,   70.2,   0.02,
2230200520, 070810, 233646,  111.7,   0.07,
2230200519, 070810, 233422,  172.0,   0.22,
2230200822, 070910, 090108,    5.7,   0.07,
2230200821, 070910, 085753,   15.0,   0.07,
2230200819, 070910, 085554,   25.0,   0.04,
2230200818, 070910, 085410,   35.1,   0.05,
2230200817, 070910, 085208,   44.3,   0.04,
2230200816, 070910, 085018,   59.5,   0.03,
2230200815, 070910, 084749,   74.4,   0.03,
2230200812, 070910, 084244,   99.3,   0.06,
2230200809, 070910, 083705,  125.1,   0.11,
2230200807, 070910, 083344,  149.1,   0.15,
2230200805, 070910, 083048,  174.9,   0.15,
2240200424, 080710, 191622,    7.2,   0.08,
2240200524, 080710, 224521,   25.5,   0.06,
2240200523, 080710, 224301,   66.4,   0.06,
2240200522, 080710, 224100,  107.6,   0.08,
2240200521, 080710, 223901,  140.6,   0.12,
2240200520, 080710, 223715,  160.3,   0.11,
2240200519, 080710, 223525,  190.5,   0.11,
2240200822, 080810, 072006,    5.7,   0.11,
2240200821, 080810, 071614,   15.2,   0.11,
2240200819, 080810, 071448,   25.3,   0.09,
2240200818, 080810, 071343,   35.6,   0.10,
2240200817, 080810, 071241,   45.2,   0.08,
2240200816, 080810, 071104,   60.6,   0.09,
2240200815, 080810, 070934,   75.5,   0.11,
2240200812, 080810, 070533,  100.2,   0.10,
2240200809, 080810, 070141,  125.2,   0.14,
2240200807, 080810, 065858,  150.3,   0.05,
2240200805, 080810, 065628,  175.1,   0.08,
2250200524, 090410, 014635,   25.3,   0.08,
2250200523, 090410, 014317,   80.7,   0.07,
2250200522, 090410, 014034,   96.1,   0.08,
2250200521, 090410, 013802,  144.6,   0.13,
2250200520, 090410, 013602,  171.1,   0.14,
2250200822, 090410, 103953,    5.4,   0.09,
2250200821, 090410, 103619,   14.9,   0.09,
2250200819, 090410, 103418,   25.6,   0.09,
2250200818, 090410, 103203,   35.2,   0.11,
2250200817, 090410, 103034,   45.5,   0.10,
2250200816, 090410, 102853,   60.2,   0.10,
2250200815, 090410, 102658,   76.0,   0.10,
2250200812, 090410, 102148,  100.5,   0.15,
2250200809, 090410, 101653,  125.5,   0.13,
2250200807, 090410, 101333,  150.2,   0.14,
2250200805, 090410, 100958,  175.4,   0.15,
2260200424, 100310, 183947,    7.6,   0.09,
2260200524, 100310, 221450,   75.0,   0.06,
2260200523, 100310, 221343,   80.6,   0.06,
2260200522, 100310, 221219,   95.0,   0.06,
2260200521, 100310, 220947,  134.1,   0.09,
2260200520, 100310, 220712,  184.3,   0.14,
2260200823, 100410, 071552,    7.5,   0.07,
2260200822, 100410, 071357,   16.1,   0.07,
2260200819, 100410, 071201,   26.0,   0.07,
2260200818, 100410, 071041,   35.0,   0.07,
2260200817, 100410, 070911,   45.9,   0.07,
2260200816, 100410, 070736,   61.1,   0.07,
2260200815, 100410, 070552,   75.3,   0.07,
2260200812, 100410, 070147,  100.6,   0.10,
2260200809, 100410, 065726,  125.5,   0.11,
2260200807, 100410, 065407,  150.4,   0.13,
2260200805, 100410, 065056,  174.9,   0.13,
2260200804, 100410, 064906,  199.8,   0.14,
2270200122, 112110, 063606,    5.2,   0.11,
2270200121, 112110, 063513,   15.0,   0.11,
2270200119, 112110, 063357,   24.8,   0.11,
2270200118, 112110, 063253,   35.5,   0.10,
2270200117, 112110, 063159,   44.9,   0.10,
2270200116, 112110, 063053,   59.3,   0.10,
2270200115, 112110, 062950,   74.8,   0.10,
2270200112, 112110, 062657,  100.4,   0.10,
2270200109, 112110, 062351,  124.7,   0.10,
2270200107, 112110, 062142,  150.0,   0.12,
2270200105, 112110, 061939,  174.7,   0.13,
2270200924, 112210, 082032,    4.9,   0.08,
2270200923, 112210, 081815,   54.9,   0.09,
2270200922, 112210, 081606,  104.0,   0.11,
2270200921, 112210, 081453,  133.0,   0.10,
2270200920, 112210, 081312,  174.2,   0.12,
2270200919, 112210, 081155,  194.3,   0.13,
2270201024, 112210, 133911,    5.1,   0.08,
2280200324, 010911, 213104,    4.1,   0.05,
2290200324, 012811, 181704,    7.6,   0.03,
2290200424, 012811, 221811,   97.0,   0.05,
2290200423, 012811, 221656,  109.4,   0.07,
2290200422, 012811, 221538,  131.1,   0.13,
2290200421, 012811, 221339,  189.8,   0.29,
2290200722, 012911, 070207,    2.4,   0.05,
2290200721, 012911, 065958,   15.2,   0.05,
2290200719, 012911, 065817,   24.8,   0.04,
2290200718, 012911, 065652,   34.4,   0.04,
2290200717, 012911, 065538,   44.9,   0.04,
2290200716, 012911, 065407,   60.5,   0.03,
2290200715, 012911, 065243,   74.6,   0.04,
2290200712, 012911, 064847,  101.4,   0.08,
2290200709, 012911, 064512,  125.4,   0.12,
2290200707, 012911, 064228,  150.3,   0.20,
2290200705, 012911, 064007,  176.1,   0.24,
2300200324, 022811, 182502,    6.8,   0.04,
2300200424, 022811, 223419,   38.1,   0.05,
2300200423, 022811, 223033,  101.5,   0.06,
2300200422, 022811, 222717,  159.2,   0.23,
2300200421, 022811, 222507,  190.4,   0.25,
2300200722, 030111, 070431,    7.8,   0.07,
2300200721, 030111, 070211,   14.9,   0.07,
2300200718, 030111, 065906,   34.6,   0.07,
2300200717, 030111, 065737,   45.0,   0.06,
2300200716, 030111, 065547,   60.0,   0.04,
2300200715, 030111, 065357,   75.4,   0.03,
2300200712, 030111, 064936,  100.5,   0.10,
2300200709, 030111, 064446,  126.1,   0.18,
2300200707, 030111, 064107,  150.8,   0.17,
2300200705, 030111, 063741,  174.8,   0.19,
2310200424, 041211, 025951,    6.9,   0.09,
2310200423, 041211, 025656,   42.6,   0.09,
2310200422, 041211, 025441,   82.5,   0.08,
2310200421, 041211, 025221,  140.8,   0.11,
2310200420, 041211, 025102,  156.0,   0.11,
2310200419, 041211, 024927,  186.0,   0.13,
2310200622, 041211, 091442,    6.8,   0.09,
2310200621, 041211, 091318,   14.9,   0.09,
2310200619, 041211, 091152,   25.4,   0.10,
2310200618, 041211, 091032,   35.1,   0.10,
2310200617, 041211, 090912,   44.8,   0.10,
2310200616, 041211, 090742,   61.0,   0.08,
2310200615, 041211, 090537,   75.5,   0.08,
2310200612, 041211, 090057,  101.1,   0.07,
2310200609, 041211, 085642,  125.2,   0.07,
2310200607, 041211, 085332,  150.9,   0.10,
2310200605, 041211, 084942,  175.7,   0.15,
2320200324, 050911, 193915,    4.7,   0.03,
2320200424, 050911, 223204,   44.7,   0.04,
2320200423, 050911, 223053,   81.0,   0.03,
2320200422, 050911, 222905,  148.1,   0.12,
2320200421, 050911, 222741,  191.4,   0.22,
2320200722, 051011, 073142,    5.6,   0.04,
2320200721, 051011, 073032,   15.5,   0.04,
2320200719, 051011, 072917,   26.3,   0.03,
2320200718, 051011, 072813,   33.9,   0.04,
2320200717, 051011, 072717,   44.6,   0.03,
2320200716, 051011, 072612,   60.6,   0.03,
2320200715, 051011, 072507,   75.3,   0.02,
2320200712, 051011, 072202,  100.4,   0.02,
2320200709, 051011, 071907,  125.8,   0.03,
2320200707, 051011, 071657,  150.2,   0.04,
2320200705, 051011, 071447,  174.9,   0.12,
2330200624, 072011, 020616,    4.7,   0.09,
2330200623, 072011, 020200,   67.0,   0.08,
2330200622, 072011, 020010,   77.6,   0.08,
2330200621, 072011, 015755,   96.5,   0.08,
2330200620, 072011, 015546,  124.9,   0.11,
2330200619, 072011, 015335,  145.6,   0.09,
2330200618, 072011, 015035,  194.0,   0.17,
2330200923, 072011, 105026,    6.1,   0.08,
2330200922, 072011, 104907,   14.2,   0.09,
2330200919, 072011, 104721,   24.7,   0.09,
2330200918, 072011, 104602,   34.1,   0.09,
2330200917, 072011, 104441,   44.5,   0.09,
2330200916, 072011, 104257,   59.5,   0.10,
2330200915, 072011, 104116,   74.8,   0.11,
2330200912, 072011, 103716,   99.8,   0.11,
2330200909, 072011, 103316,  124.5,   0.12,
2330200907, 072011, 103036,  149.3,   0.12,
2330200905, 072011, 102742,  174.9,   0.17,
2330200904, 072011, 102546,  199.5,   0.26,
2340200423, 083111, 011915,    5.7,   0.02,
2340200422, 083111, 011710,   15.2,   0.03,
2340200419, 083111, 011525,   24.6,   0.02,
2340200418, 083111, 011415,   34.6,   0.02,
2340200417, 083111, 011311,   44.6,   0.02,
2340200416, 083111, 011141,   60.0,   0.03,
2340200415, 083111, 011010,   74.9,   0.03,
2340200412, 083111, 010625,   99.8,   0.10,
2340200409, 083111, 010301,  124.7,   0.10,
2340200407, 083111, 010025,  149.4,   0.16,
2340200405, 083111, 005730,  173.7,   0.22,
2340201424, 090111, 071148,    5.9,   0.09,
2340201423, 090111, 070908,   46.6,   0.08,
2340201422, 090111, 070728,   78.4,   0.08,
2340201421, 090111, 070643,   83.6,   0.08,
2340201420, 090111, 070518,  111.6,   0.11,
2340201419, 090111, 070423,  119.7,   0.09,
2340201418, 090111, 070143,  191.7,   0.17,
2340201524, 090111, 140034,    6.2,   0.05,
2350200222, 092711, 010815,    5.8,   0.05,
2350200221, 092711, 010559,   16.2,   0.06,
2350200219, 092711, 010414,   25.8,   0.04,
2350200218, 092711, 010244,   36.0,   0.03,
2350200217, 092711, 010109,   45.6,   0.02,
2350200216, 092711, 005914,   60.8,   0.02,
2350200215, 092711, 005709,   76.1,   0.01,
2350200212, 092711, 005240,  100.7,   0.01,
2350200209, 092711, 004759,  125.6,   0.07,
2350200207, 092711, 004417,  150.4,   0.12,
2350200205, 092711, 004107,  176.6,   0.19,
2350200924, 092711, 222807,    5.9,   0.07,
2350200923, 092711, 222531,   30.8,   0.02,
2350200922, 092711, 222335,   50.7,   0.03,
2350200921, 092711, 222114,   80.7,   0.01,
2350200920, 092711, 221924,  100.1,   0.05,
2350200919, 092711, 221633,  149.1,   0.11,
2350201024, 092811, 040058,    5.3,   0.06,
2360200324, 110411, 202300,    5.5,   0.04,
2360200424, 110511, 002949,    5.8,   0.04,
2360200423, 110511, 002638,   66.1,   0.04,
2360200422, 110511, 002510,   84.1,   0.02,
2360200421, 110511, 002313,  118.8,   0.07,
2360200420, 110511, 002112,  157.7,   0.16,
2360200419, 110511, 001928,  195.5,   0.25,
2360200722, 110511, 095852,    5.7,   0.04,
2360200721, 110511, 095736,   15.8,   0.04,
2360200719, 110511, 095617,   24.5,   0.04,
2360200718, 110511, 095502,   35.7,   0.04,
2360200717, 110511, 095352,   45.5,   0.03,
2360200716, 110511, 095242,   60.8,   0.03,
2360200715, 110511, 095112,   74.9,   0.04,
2360200712, 110511, 094837,   99.8,   0.07,
2360200709, 110511, 094553,  125.4,   0.13,
2360200707, 110511, 094407,  149.8,   0.18,
2360200705, 110511, 094202,  173.9,   0.20,
2370200422, 112911, 084830,    6.0,   0.06,
2370200421, 112911, 084722,   14.3,   0.06,
2370200419, 112911, 084633,   24.9,   0.06,
2370200418, 112911, 084546,   35.4,   0.06,
2370200417, 112911, 084459,   45.5,   0.06,
2370200416, 112911, 084356,   59.4,   0.05,
2370200415, 112911, 084303,   74.8,   0.05,
2370200412, 112911, 084020,   99.8,   0.04,
2370200409, 112911, 083735,  124.7,   0.07,
2370200407, 112911, 083552,  150.2,   0.13,
2370200405, 112911, 083402,  175.5,   0.17,
2370200404, 112911, 083255,  200.0,   0.24,
2370201324, 113011, 113953,    5.3,   0.08,
2370201323, 113011, 113749,   52.8,   0.08,
2370201322, 113011, 113557,   99.4,   0.08,
2370201321, 113011, 113421,  124.2,   0.08,
2370201320, 113011, 113207,  169.3,   0.16,
2370201424, 113011, 183244,    4.8,   0.08,
2380200224, 121911, 174118,    6.2,   0.06,
2380200324, 121911, 210859,    5.5,   0.06,
2380200323, 121911, 210511,   61.4,   0.06,
2380200322, 121911, 210217,  119.2,   0.07,
2380200321, 121911, 210038,  147.2,   0.09,
2380200320, 121911, 205824,  186.3,   0.19,
2380200622, 122011, 061318,    5.0,   0.06,
2380200621, 122011, 061159,   15.1,   0.07,
2380200619, 122011, 060907,   24.6,   0.07,
2380200618, 122011, 060753,   34.8,   0.07,
2380200617, 122011, 060638,   43.8,   0.07,
2380200616, 122011, 060512,   59.4,   0.07,
2380200615, 122011, 060347,   73.9,   0.07,
2380200612, 122011, 060003,   99.5,   0.08,
2380200609, 122011, 055612,  123.6,   0.10,
2380200607, 122011, 055307,  149.5,   0.15,
2380200605, 122011, 055007,  175.6,   0.23,
2380200604, 122011, 054803,  199.6,   0.33,
2390200324, 011812, 191426,    5.3,   0.09,
2390200424, 011812, 224915,    4.8,   0.08,
2390200423, 011812, 224729,   38.3,   0.09,
2390200422, 011812, 224555,   70.3,   0.07,
2390200421, 011812, 224348,  135.9,   0.11,
2390200420, 011812, 224159,  177.5,   0.17,
2390200722, 011912, 065446,    5.5,   0.10,
2390200721, 011912, 065356,   14.9,   0.10,
2390200719, 011912, 065255,   25.1,   0.11,
2390200718, 011912, 065214,   33.8,   0.10,
2390200717, 011912, 065121,   44.6,   0.10,
2390200716, 011912, 065026,   61.1,   0.10,
2390200715, 011912, 064926,   76.1,   0.09,
2390200712, 011912, 064706,  101.5,   0.09,
2390200709, 011912, 064451,  126.5,   0.10,
2390200707, 011912, 064306,  151.0,   0.13,
2390200705, 011912, 064111,  175.1,   0.18,
2390200704, 011912, 063955,  199.4,   0.23,
2400200124, 032412, 184348,    4.6,   0.09,
2400200422, 032512, 183439,    6.4,   0.08,
2400200421, 032512, 183251,   15.5,   0.08,
2400200419, 032512, 183110,   25.5,   0.09,
2400200418, 032512, 183110,   36.2,   0.08,
