botid, date, time, press, ebact, 
#, mmddyy, hhmmss, dbar, #*1e5/ml, 
2630200717, 060114, 125847,   24.7,  0.009,
2630200714, 060114, 125702,   44.8,  0.007,
2630200711, 060114, 125459,   75.4,  0.006,
2630200708, 060114, 125313,  100.2,  0.032,
2630200705, 060114, 125119,  125.6,  0.016,
2630200704, 060114, 125003,  149.4,  0.005,
2630200703, 060114, 124757,  174.4,  0.001,
2640200121, 063014, 125725,    5.1,  0.010,
2640200118, 063014, 125535,   24.9,  0.011,
2640200115, 063014, 125354,   45.2,  0.013,
2640200112, 063014, 125144,   75.7,  0.014,
2640200109, 063014, 124954,  100.0,  0.011,
2640200105, 063014, 124635,  124.4,  0.022,
2640200104, 063014, 124504,  150.1,  0.006,
2640200103, 063014, 124304,  175.0,  0.002,
2650200120, 091414, 130204,    7.7,  0.008,
2650200117, 091414, 125944,   25.6,  0.008,
2650200114, 091414, 125803,   45.1,  0.007,
2650200111, 091414, 125613,   75.3,  0.010,
2650200108, 091414, 125428,  100.2,  0.032,
2650200105, 091414, 125229,  125.1,  0.011,
2650200104, 091414, 125049,  150.1,  0.005,
2650200103, 091414, 124913,  174.5,  0.001,
2660200120, 101314, 130315,    8.0,  0.007,
2660200117, 101314, 130110,   24.9,  0.006,
2660200114, 101314, 125930,   45.8,  0.008,
2660200111, 101314, 125740,   74.1,  0.011,
2660200108, 101314, 125550,  100.3,  0.016,
2660200105, 101314, 125350,  124.6,  0.007,
2660200104, 101314, 125230,  150.8,  0.002,
2660200103, 101314, 125101,  175.5,  0.001,
2670200120, 112114, 125007,    6.9,  0.012,
2670200117, 112114, 124812,   25.4,  0.012,
2670200114, 112114, 124623,   44.7,  0.012,
2670200111, 112114, 124413,   74.4,  0.011,
2670200108, 112114, 124207,  100.4,  0.023,
2670200105, 112114, 124002,  125.4,  0.009,
2670200104, 112114, 123809,  150.3,  0.004,
2670200103, 112114, 123622,  175.9,  0.002,
2680200120, 121614, 130809,    7.4,  0.006,
2680200117, 121614, 130534,   25.1,  0.007,
2680200114, 121614, 130354,   44.5,  0.007,
2680200111, 121614, 130200,   75.3,  0.006,
2680200108, 121614, 130014,  100.6,  0.010,
2680200105, 121614, 125829,  125.5,  0.005,
2680200104, 121614, 125704,  149.2,  0.001,
2680200103, 121614, 125534,  175.5,  0.001,
