botid, date, time, press, hbact, 
#, mmddyy, hhmmss, dbar, #*1e5/ml, 
1120210005, 030100, -00009,   75.0,  3.589,
1120210004, 030100, -00009,  100.0,  3.644,
1120210003, 030100, -00009,  125.0,  3.078,
1120210002, 030100, -00009,  150.0,  2.333,
1120210001, 030100, -00009,  175.0,  1.771,
1130210008, 032900, -00009,    5.0,  3.505,
1130210007, 032900, -00009,   25.0,  3.596,
1130210006, 032900, -00009,   45.0,  3.709,
1130210005, 032900, -00009,   75.0,  3.669,
1130210004, 032900, -00009,  100.0,  3.702,
1130210003, 032900, -00009,  125.0,  3.146,
1130210002, 032900, -00009,  150.0,  2.717,
1130210001, 032900, -00009,  175.0,  2.075,
1140210008, 042600, -00009,    5.0,  4.384,
1140210007, 042600, -00009,   25.0,  4.520,
1140210006, 042600, -00009,   45.0,  4.748,
1140210005, 042600, -00009,   75.0,  4.594,
1140210004, 042600, -00009,  100.0,  4.483,
1140210003, 042600, -00009,  125.0,  3.499,
1140210002, 042600, -00009,  150.0,  3.086,
1140210001, 042600, -00009,  175.0,  2.462,
1150201119, 052500, 105112,    5.2,  5.431,
1150201117, 052500, 104943,   24.7,  5.539,
1150201115, 052500, 104805,   45.0,  6.202,
1150201113, 052500, 104621,   74.5,  4.192,
1150201111, 052500, 104447,   99.1,  4.651,
1150201109, 052500, 104259,  125.1,  4.197,
1150201107, 052500, 104122,  150.3,  2.871,
1150201105, 052500, 103940,  175.3,  2.558,
1160200917, 062100, 134841,    5.0,  8.351,
1160200915, 062100, 134730,   24.6,  6.423,
1160200913, 062100, 134620,   45.4,  5.130,
1160200911, 062100, 134455,   75.6,  3.998,
1160200909, 062100, 134350,   99.7,  4.064,
1160210007, 062100, -00009,   25.0,  6.922,
1160210006, 062100, -00009,   45.0,  5.738,
1170200723, 072600, 135350,    4.6,  5.858,
1170200721, 072600, 135211,   24.8,  5.812,
1170200719, 072600, 135101,   44.3,  5.541,
1170200717, 072600, 134921,   74.2,  4.363,
1170200716, 072600, 134815,  100.0,  3.971,
1170210007, 072600, -00009,   25.0,  6.394,
1170210006, 072600, -00009,   45.0,  6.461,
1180200910, 082300, 124916,    4.9,  5.164,
1180200909, 082300, 124754,   25.0,  5.383,
1180200908, 082300, 124645,   44.9,  5.426,
1180200907, 082300, 124524,   74.1,  3.531,
1180200906, 082300, 124409,   98.8,  3.165,
1180200905, 082300, 124250,  125.1,  2.559,
1180200904, 082300, 124101,  149.5,  2.144,
1180200903, 082300, 123937,  177.1,  1.860,
1180210007, 082300, -00009,   25.0,  5.729,
1180210006, 082300, -00009,   45.0,  5.383,
1190200922, 101800, 155159,    4.6,  2.605,
1190200921, 101800, 155149,    4.6,  2.972,
1190200920, 101800, 155139,    4.7,  2.329,
1190200919, 101800, 155029,   24.9,  2.173,
1190200918, 101800, 155019,   24.9,  2.834,
1190200917, 101800, 155009,   24.9,  3.025,
1190200916, 101800, 154908,   45.0,  2.772,
1190200915, 101800, 154859,   45.0,  2.860,
1190200914, 101800, 154848,   45.0,  2.410,
1190200913, 101800, 154739,   74.3,  1.516,
1190200912, 101800, 154728,   74.2,  1.739,
1190200911, 101800, 154719,   74.1,  2.085,
1190200910, 101800, 154559,   98.9,  1.368,
1190200909, 101800, 154549,   98.9,  2.009,
1190200908, 101800, 154539,   98.9,  1.707,
1190200907, 101800, 154424,  125.4,  1.050,
1190200906, 101800, 154414,  125.4,  1.104,
1190200905, 101800, 154404,  125.3,  1.024,
1190200904, 101800, 154249,  147.9,  0.732,
1190200903, 101800, 154129,  176.2,  0.731,
1200200822, 113000, 125224,    4.8,  2.427,
1200200821, 113000, 125214,    4.7,  2.693,
1200200820, 113000, 125205,    4.7,  2.891,
1200200819, 113000, 125042,   25.2,  2.747,
1200200818, 113000, 125028,   25.1,  2.742,
1200200817, 113000, 125014,   25.1,  2.643,
1200200816, 113000, 124851,   45.0,  2.874,
1200200815, 113000, 124834,   45.0,  2.215,
1200200814, 113000, 124820,   44.9,  2.169,
1200200813, 113000, 124657,   74.3,  2.925,
1200200812, 113000, 124641,   74.2,  2.588,
1200200811, 113000, 124625,   74.4,  2.852,
1200200810, 113000, 124501,   98.8,  1.823,
1200200809, 113000, 124447,   99.2,  1.839,
1200200808, 113000, 124430,   99.1,  1.795,
1200200807, 113000, 124259,  123.7,  1.507,
1200200806, 113000, 124245,  123.8,  1.433,
1200200805, 113000, 124232,  123.9,  1.655,
1200200804, 113000, 124110,  149.0,  1.066,
1200200803, 113000, 123940,  171.8,  0.897,
1210200922, 122000, 130455,    5.2,  3.015,
1210200921, 122000, 130445,    5.2,  3.007,
1210200920, 122000, 130435,    5.0,  2.986,
1210200915, 122000, 130145,   43.2,  3.148,
1210200914, 122000, 130135,   43.1,  2.943,
1210200913, 122000, 130015,   73.4,  2.410,
1210200912, 122000, 130005,   73.6,  2.355,
1210200911, 122000, 125955,   73.7,  2.130,
1210200910, 122000, 125840,  101.4,  1.747,
1210200909, 122000, 125830,  101.0,  1.760,
1210200908, 122000, 125820,  100.4,  1.727,
1210200907, 122000, 125655,  121.0,  1.570,
1210200906, 122000, 125645,  121.1,  1.557,
1210200905, 122000, 125635,  122.2,  1.566,
1210200904, 122000, 125405,  150.4,  1.030,
1210200903, 122000, 125250,  174.5,  0.916,
1220200821, 011701, 125508,    3.8,  3.314,
1220200818, 011701, 125331,   23.5,  2.854,
1220200815, 011701, 125156,   44.0,  3.194,
1220200812, 011701, 125004,   73.3,  1.691,
1220200809, 011701, 124822,   99.7,  1.773,
1220200806, 011701, 124639,  123.6,  1.200,
1220200804, 011701, 124512,  148.0,  1.143,
1220200803, 011701, 124350,  174.8,  0.925,
1240200819, 032201, 005447,    3.9,  2.628,
1240200816, 032201, 005310,   23.8,  2.588,
1240200813, 032201, 005109,   44.0,  1.058,
1240200811, 032201, 004909,   75.7,  1.299,
1240200807, 032201, 004715,   98.9,  1.344,
1240200804, 032201, 004549,  123.7,  1.116,
1240200803, 032201, 004434,  148.4,  1.110,
1240200802, 032201, 004319,  173.7,  0.781,
1250200820, 041801, 124923,    3.9,  2.297,
1250200817, 041801, 124738,   23.6,  2.411,
1250200814, 041801, 124613,   43.3,  2.257,
1250200811, 041801, 124433,   73.8,  1.750,
1250200808, 041801, 124254,   98.7,  1.789,
1250200805, 041801, 124118,  123.4,  1.677,
1250200804, 041801, 124003,  148.7,  1.468,
1250200803, 041801, 123843,  173.0,  1.174,
1260200920, 051701, 125327,    4.8,  3.342,
1260200917, 051701, 125126,   24.7,  3.568,
1260200914, 051701, 124924,   44.8,  3.864,
1260200911, 051701, 124732,   74.5,  3.473,
1260200908, 051701, 124535,   98.8,  1.673,
1260200905, 051701, 124344,  124.1,  1.528,
1260200904, 051701, 124227,  150.3,  1.181,
1260200903, 051701, 123936,  176.9,  1.054,
1270200821, 061401, 125609,    4.0,  4.000,
1270200818, 061401, 125407,   23.5,  4.135,
1270200815, 061401, 125207,   44.1,  5.205,
1270200812, 061401, 125014,   73.4,  3.809,
1270200809, 061401, 124827,   99.3,  2.789,
1270200806, 061401, 124631,  122.6,  2.329,
1270200804, 061401, 124447,  148.7,  1.993,
1270200803, 061401, 124320,  173.7,  1.544,
1280200721, 071101, 124728,    4.3,  3.015,
1280200718, 071101, 124538,   23.7,  6.227,
1280200715, 071101, 124401,   44.9,  5.764,
1280200712, 071101, 124232,   73.8,  3.245,
1280200709, 071101, 124051,  100.3,  2.962,
1280200706, 071101, 123927,  124.0,  2.137,
1280200704, 071101, 123811,  148.7,  1.645,
1280200703, 071101, 123701,  175.1,  1.303,
1290200921, 080801, 125027,    4.7,  7.257,
1290200918, 080801, 124845,   24.9,  7.521,
1290200915, 080801, 124637,   44.7,  7.635,
1290200912, 080801, 124449,   76.0,  6.168,
1290200909, 080801, 124320,   99.1,  2.880,
1290200906, 080801, 124145,  124.9,  2.211,
1290200904, 080801, 124020,  149.0,  1.831,
1290200903, 080801, 123854,  176.4,  1.429,
1300200821, 100201, 125523,    4.8,  6.440,
1300200818, 100201, 125358,   25.8,  6.279,
1300200815, 100201, 125228,   45.2,  6.278,
1300200812, 100201, 125058,   74.1,  5.424,
1300200809, 100201, 124923,  100.9,  3.001,
1300200806, 100201, 124748,  124.6,  2.748,
1300200804, 100201, 124608,  149.8,  2.176,
1300200803, 100201, 124458,  175.3,  1.810,
1310200821, 102301, 125230,    4.8,  6.720,
1310200818, 102301, 125011,   24.6,  6.706,
1310200815, 102301, 124830,   45.2,  6.883,
1310200812, 102301, 124630,   75.3,  4.831,
1310200809, 102301, 124445,  100.3,  3.575,
1310200806, 102301, 124220,  124.7,  2.715,
1310200804, 102301, 124032,  150.4,  1.757,
1310200803, 102301, 123906,  174.5,  1.624,
1320200821, 111701, 124837,    4.2,  6.047,
1320200818, 111701, 124657,   24.4,  5.924,
1320200815, 111701, 124527,   44.2,  6.203,
1320200812, 111701, 124347,   74.5,  3.923,
1320200809, 111701, 124207,   99.4,  2.485,
1320200806, 111701, 124037,  124.5,  2.042,
1320200804, 111701, 123917,  148.5,  1.702,
1320200803, 111701, 123747,  174.0,  0.880,
1330200320, 121501, 122246,    4.2,  3.682,
1330200318, 121501, 122056,   24.1,  3.831,
1330200315, 121501, 121801,   43.6,  3.694,
1330200314, 121501, 121629,   57.8,  3.586,
1330200313, 121501, 121456,   75.5,  3.792,
1330200312, 121501, 121326,   84.1,  3.713,
1330200311, 121501, 121156,   98.1,  3.340,
1330200310, 121501, 121025,  114.6,  2.325,
1330200308, 121501, 120906,  123.8,  2.241,
1330200307, 121501, 120751,  134.4,  1.915,
1330200305, 121501, 120606,  150.6,  1.693,
1330200303, 121501, 120411,  174.3,  1.520,
1340200821, 011602, 125125,    4.4,  5.735,
1340200817, 011602, 124925,   23.6,  5.403,
1340200814, 011602, 124725,   44.5,  5.499,
1340200811, 011602, 124526,   74.1,  5.908,
1340200808, 011602, 124351,   98.8,  5.052,
1340200805, 011602, 124206,  124.4,  3.178,
1340200804, 011602, 124049,  150.3,  2.649,
1340200803, 011602, 123926,  176.3,  2.149,
1350200820, 022102, 125750,    4.0,  2.613,
1350200817, 022102, 125550,   24.3,  2.535,
1350200814, 022102, 125350,   44.7,  2.705,
1350200811, 022102, 125150,   74.0,  2.281,
1350200805, 022102, 124750,  125.6,  1.666,
1350200804, 022102, 124623,  148.6,  1.478,
1350200803, 022102, 124458,  177.9,  1.427,
1360200921, 031302, 125118,    4.1,  5.106,
1360200917, 031302, 124927,   24.2,  5.660,
1360200914, 031302, 124747,   44.0,  5.731,
1360200911, 031302, 124558,   74.5,  5.237,
1360200908, 031302, 124411,   98.1,  3.780,
1360200905, 031302, 124228,  123.7,  3.664,
1360200904, 031302, 124055,  150.5,  3.462,
1360200903, 031302, 123908,  174.4,  2.714,
1370200821, 052102, 125616,    4.1,  2.203,
1370200818, 052102, 125415,   24.0,  2.151,
1370200815, 052102, 125215,   43.5,  2.628,
1370200811, 052102, 125000,   73.6,  2.259,
1370200808, 052102, 124759,   99.0,  0.602,
1370200805, 052102, 124619,  124.1,  1.069,
1370200804, 052102, 124459,  149.2,  1.064,
1370200803, 052102, 124339,  175.8,  1.042,
1380200518, 063002, 015712,    4.0,  6.232,
1380200515, 063002, 015502,   24.2,  5.225,
1380200513, 063002, 015302,   44.3,  6.616,
1380200511, 063002, 015042,   74.6,  3.188,
1380200509, 063002, 014827,  100.3,  2.927,
1380200507, 063002, 014617,  124.2,  2.307,
1380200506, 063002, 014501,  148.7,  1.971,
1380200504, 063002, 014244,  174.7,  1.694,
1390200822, 082802, 133519,    4.3,  6.580,
1390200819, 082802, 133319,   25.1,  6.753,
1390200816, 082802, 133119,   45.0,  6.737,
1390200813, 082802, 132905,   75.7,  5.609,
1390200810, 082802, 132650,  100.7,  4.400,
1390200806, 082802, 132429,  123.9,  3.968,
1390200804, 082802, 132230,  150.8,  2.952,
1390200803, 082802, 132049,  175.7,  2.055,
1410200820, 110402, 130317,    4.7,  6.020,
1410200817, 110402, 130142,   25.0,  6.148,
1410200816, 110402, 130036,   45.1,  6.151,
1410200814, 110402, 130017,   45.2,  6.151,
1410200811, 110402, 125807,   75.4,  4.113,
1410200808, 110402, 125636,   99.5,  3.514,
1410200805, 110402, 125441,  126.2,  2.487,
1410200804, 110402, 125312,  149.5,  2.522,
1410200803, 110402, 125136,  175.3,  1.828,
1420200820, 112502, 151249,    4.9,  5.811,
1420200817, 112502, 151050,   25.3,  5.948,
1420200814, 112502, 150919,   44.5,  5.649,
1420200811, 112502, 150728,   74.9,  4.580,
1420200808, 112502, 150529,  100.7,  2.932,
1420200805, 112502, 150309,  126.4,  2.835,
1420200804, 112502, 150133,  150.9,  2.516,
1420200803, 112502, 145959,  175.2,  1.829,
1430200822, 121902, 125459,    3.5,  5.047,
1430200817, 121902, 125310,   25.0,  5.232,
1430200814, 121902, 125037,   45.5,  5.281,
1430200811, 121902, 124818,   75.7,  4.903,
1430200808, 121902, 124618,   99.1,  4.105,
1430200805, 121902, 124408,  125.3,  2.817,
1430200804, 121902, 124233,  151.5,  2.204,
1430200803, 121902, 124048,  173.2,  2.024,
1440200720, 011703, 125807,    4.1,  4.529,
1440200717, 011703, 125627,   24.4,  4.619,
1440200714, 011703, 125507,   45.0,  4.563,
1440200711, 011703, 125328,   74.4,  4.586,
1440200708, 011703, 125157,   99.7,  4.605,
1440200705, 011703, 125027,  124.8,  3.262,
1440200704, 011703, 124917,  150.3,  2.622,
1440200703, 011703, 124757,  175.2,  1.847,
1450200820, 022603, 125258,    4.2,  4.906,
1450200817, 022603, 125117,   24.0,  4.546,
1450200814, 022603, 124947,   45.5,  5.004,
1450200811, 022603, 124756,   74.2,  4.633,
1450200808, 022603, 124612,   99.2,  4.013,
1450200805, 022603, 124427,  126.6,  3.627,
1450200804, 022603, 124247,  152.8,  2.900,
1450200803, 022603, 124117,  172.6,  2.413,
1460200820, 032903, 130438,    9.6,  6.428,
1460200818, 032903, 130317,   24.6,  6.776,
1460200814, 032903, 130107,   45.2,  7.249,
1460200811, 032903, 125848,   74.1,  6.470,
1460200808, 032903, 125652,  101.5,  4.707,
1460200805, 032903, 125437,  125.5,  4.053,
1460200804, 032903, 125302,  151.7,  3.017,
1460200803, 032903, 125102,  174.9,  2.666,
1470200819, 042403, 125608,    4.3,  5.163,
1470200816, 042403, 125408,   23.8,  5.198,
1470200813, 042403, 125218,   44.5,  5.577,
1470200810, 042403, 125043,   74.5,  5.982,
1470200807, 042403, 124908,   99.2,  4.901,
1470200805, 042403, 124723,  124.6,  5.147,
1470200804, 042403, 124613,  148.8,  3.249,
1470200803, 042403, 124443,  177.2,  2.606,
1480200821, 052103, 125346,    5.0,  6.942,
1480200817, 052103, 125156,   24.4,  6.820,
1480200814, 052103, 124947,   44.6,  7.324,
1480200811, 052103, 124806,   74.4,  5.274,
1480200808, 052103, 124556,  100.3,  4.185,
1480200805, 052103, 124406,  123.9,  2.971,
1480200804, 052103, 124241,  149.9,  2.552,
1480200803, 052103, 124117,  175.0,  2.231,
1490200820, 062003, 125110,    4.7,  5.483,
1490200819, 062003, 124919,   23.4,  5.323,
1490200814, 062003, 124649,   44.6,  5.655,
1490200811, 062003, 124405,   74.4,  5.093,
1490200808, 062003, 124149,   99.2,  4.103,
1490200805, 062003, 123919,  124.3,  3.218,
1490200804, 062003, 123734,  148.6,  2.806,
1490200803, 062003, 123519,  176.1,  2.573,
1500200822, 072003, 132548,    4.9,  5.646,
1500200817, 072003, 132308,   24.2,  5.667,
1500200814, 072003, 132034,   45.5,  6.656,
1500200811, 072003, 131848,   75.1,  6.665,
1500200808, 072003, 131709,   99.9,  3.677,
1500200805, 072003, 131528,  125.2,  3.192,
1500200804, 072003, 131418,  149.8,  2.515,
1500200803, 072003, 131248,  175.4,  1.663,
1510200821, 082103, 125227,    5.5,  5.430,
1510200819, 082103, 125023,   25.7,  5.628,
1510200815, 082103, 124831,   44.1,  5.109,
1510200812, 082103, 124641,   74.0,  4.872,
1510200809, 082103, 124452,  101.0,  2.868,
1510200806, 082103, 124254,  129.6,  2.138,
1510200804, 082103, 124117,  147.8,  2.016,
1510200803, 082103, 124016,  173.9,  1.658,
1520200820, 101503, 131041,    4.5,  4.910,
1520200817, 101503, 130827,   26.9,  5.355,
1520200814, 101503, 130606,   45.0,  5.520,
1520200811, 101503, 130346,   74.6,  5.327,
1520200808, 101503, 125924,  100.5,  3.214,
1520200805, 101503, 125657,  123.7,  2.353,
1520200804, 101503, 125507,  149.1,  1.941,
1520200803, 101503, 125308,  177.3,  1.737,
1530200821, 111003, 131835,   10.5,  4.280,
1530200818, 111003, 131135,   25.5,  4.386,
1530200815, 111003, 130948,   45.5,  4.315,
1530200812, 111003, 130749,   75.4,  4.335,
1530200809, 111003, 130534,  103.6,  3.506,
1530200806, 111003, 130334,  129.3,  2.622,
1530200804, 111003, 130204,  144.9,  2.282,
1530200803, 111003, 130019,  176.3,  1.657,
1540200721, 122003, 131510,   10.0,  5.372,
1540200719, 122003, 131210,   25.1,  5.086,
1540200716, 122003, 131051,   45.4,  4.313,
1540200712, 122003, 130912,   74.5,  3.812,
1540200709, 122003, 130731,  100.6,  3.709,
1540200706, 122003, 130556,  125.7,  2.566,
1540200704, 122003, 130440,  149.0,  2.017,
1540200703, 122003, 130315,  179.8,  1.218,
1560200818, 022504, 125308,   25.1,  3.531,
1560200815, 022504, 125143,   43.7,  3.372,
1560200812, 022504, 124958,   74.4,  2.763,
1560200809, 022504, 124814,   97.9,  2.495,
1560200806, 022504, 124624,  123.6,  1.797,
1560200804, 022504, 124454,  149.9,  1.215,
1560200803, 022504, 124349,  177.0,  1.236,
1570200821, 032004, 125850,    6.7,  4.326,
1570200818, 032004, 125710,   24.4,  3.823,
1570200815, 032004, 125510,   44.8,  3.480,
1570200812, 032004, 125330,   73.9,  3.516,
1570200809, 032004, 125150,  100.0,  2.607,
1570200806, 032004, 125010,  123.8,  2.180,
1570200804, 032004, 124839,  148.7,  1.681,
1570200803, 032004, 124710,  174.5,  1.387,
1580200821, 042104, 125129,    3.9,  4.790,
1580200818, 042104, 124939,   23.1,  4.710,
1580200815, 042104, 124719,   44.0,  4.684,
1580200812, 042104, 124519,   73.4,  3.629,
1580200809, 042104, 124330,   98.5,  3.864,
1580200806, 042104, 124124,  123.6,  2.825,
1580200804, 042104, 123944,  148.3,  2.348,
1580200803, 042104, 123759,  174.1,  1.707,
1590200820, 051904, 125103,    4.7,  6.025,
1590200817, 051904, 124939,   24.2,  6.698,
1590200814, 051904, 124748,   44.5,  6.817,
1590200811, 051904, 124609,   74.3,  5.726,
1590200808, 051904, 124429,   99.1,  3.498,
1590200805, 051904, 124239,  124.6,  2.299,
1590200804, 051904, 124134,  149.5,  1.764,
1590200803, 051904, 124014,  174.8,  1.724,
1600200921, 061604, 125229,    4.0,  4.610,
1600200918, 061604, 125035,   24.3,  4.617,
1600200915, 061604, 124849,   44.3,  4.637,
1600200912, 061604, 124659,   74.3,  3.079,
1600200909, 061604, 124449,   99.5,  2.457,
1600200906, 061604, 124300,  124.4,  1.967,
1600200904, 061604, 124139,  149.2,  2.280,
1600200903, 061604, 124020,  174.8,  2.098,
1620201221, 081704, 124702,    5.2,  5.439,
1620201218, 081704, 124542,   24.6,  5.521,
1620201215, 081704, 124412,   45.6,  5.529,
1620201212, 081704, 124232,   74.6,  3.602,
1620201209, 081704, 124047,   99.1,  3.667,
1620201206, 081704, 123857,  124.4,  2.213,
1620201204, 081704, 123732,  149.3,  1.843,
1620201203, 081704, 123618,  175.0,  1.508,
1630200921, 092904, 125207,    4.8,  5.044,
1630200918, 092904, 125013,   24.8,  4.913,
1630200915, 092904, 124823,   44.3,  5.053,
1630200912, 092904, 124548,   73.9,  4.968,
1630200909, 092904, 124358,   99.6,  3.586,
1630200906, 092904, 124223,  125.6,  2.942,
1630200904, 092904, 124108,  149.3,  2.054,
1630200903, 092904, 124002,  175.5,  1.511,
1640200821, 103104, 130038,    5.0,  4.587,
1640200818, 103104, 125828,   25.4,  4.371,
1640200815, 103104, 125618,   46.5,  4.354,
1640200812, 103104, 125348,   74.7,  5.058,
1640200809, 103104, 125119,   99.5,  3.944,
1640200806, 103104, 124825,  125.6,  2.667,
1640200804, 103104, 124625,  150.0,  2.042,
1640200803, 103104, 124440,  176.4,  1.558,
1650200923, 112804, 125719,    4.8,  5.084,
1650200919, 112804, 125519,   25.0,  5.217,
1650200917, 112804, 125353,   44.9,  5.144,
1650200913, 112804, 125144,   76.1,  3.318,
1650200909, 112804, 124951,   99.3,  3.214,
1650200906, 112804, 124750,  124.6,  2.512,
1650200904, 112804, 124606,  150.0,  2.055,
1650200903, 112804, 124434,  175.7,  1.545,
1660201021, 122104, 125522,    5.1,  4.645,
1660201018, 122104, 125343,   24.3,  4.703,
1660201015, 122104, 125130,   44.9,  4.725,
1660201012, 122104, 124942,   76.1,  4.691,
1660201009, 122104, 124800,  100.6,  2.578,
1660201006, 122104, 124549,  124.8,  1.902,
1660201004, 122104, 124415,  150.1,  1.552,
1660201003, 122104, 124242,  176.9,  1.282,
1670200920, 020205, 130418,    5.0,  3.560,
1670200917, 020205, 130228,   25.1,  3.649,
1670200914, 020205, 130049,   44.9,  3.487,
1670200911, 020205, 125848,   74.5,  2.574,
1670200908, 020205, 125708,  100.3,  2.490,
1670200905, 020205, 125528,  125.0,  1.877,
1670200904, 020205, 125348,  151.0,  1.421,
1670200903, 020205, 125218,  174.7,  1.294,
1680200920, 030505, 125609,    5.5,  4.838,
1680200917, 030505, 125417,   25.1,  4.811,
1680200914, 030505, 125209,   44.4,  4.759,
1680200911, 030505, 125014,   75.0,  4.220,
1680200908, 030505, 124831,   99.6,  2.508,
1680200905, 030505, 124619,  125.3,  1.962,
1680200904, 030505, 124450,  150.0,  1.416,
1680200903, 030505, 124314,  173.9,  1.385,
1690201420, 051905, 130027,   13.4,  5.213,
1690201417, 051905, 125813,   25.9,  5.307,
1690201414, 051905, 125552,   43.2,  6.121,
1690201411, 051905, 125328,   75.9,  6.022,
1690201408, 051905, 125054,   99.8,  4.712,
1690201405, 051905, 124751,  124.4,  2.590,
1690201404, 051905, 124547,  149.7,  2.314,
1690201403, 051905, 124326,  175.0,  2.437,
1700200920, 061505, 135709,   13.5,  6.117,
1700200917, 061505, 135459,   24.9,  6.212,
1700200914, 061505, 135305,   43.7,  7.156,
1700200911, 061505, 135109,   75.2,  7.062,
1700200908, 061505, 134930,   99.5,  4.136,
1700200905, 061505, 134730,  125.1,  2.458,
1700200904, 061505, 134435,  149.8,  2.131,
1700200903, 061505, 134250,  175.5,  2.040,
1710201020, 071705, 132434,    4.9,  5.457,
1710201017, 071705, 132234,   25.4,  5.101,
1710201014, 071705, 132030,   45.3,  5.294,
1710201011, 071705, 131734,   75.0,  5.683,
1710201008, 071705, 131510,  100.6,  4.279,
1710201005, 071705, 131251,  125.0,  2.490,
1710201004, 071705, 131103,  150.1,  2.158,
1710201003, 071705, 130854,  174.8,  1.934,
1720200920, 081405, 125321,    4.8,  6.200,
1720200917, 081405, 125131,   24.9,  6.424,
1720200914, 081405, 124952,   45.5,  6.925,
1720200911, 081405, 124801,   75.3,  7.637,
1720200908, 081405, 124616,  100.1,  4.973,
1720200905, 081405, 124427,  125.1,  3.226,
1720200904, 081405, 124257,  150.1,  2.489,
1720200903, 081405, 124132,  175.8,  2.179,
1730200921, 091005, 132340,    5.7,  6.674,
1730200918, 091005, 132214,   23.9,  6.475,
1730200914, 091005, 131934,   44.8,  8.406,
1730200911, 091005, 131800,   76.1,  4.158,
1730200908, 091005, 131619,   98.1,  2.742,
1730200905, 091005, 131504,  123.5,  2.581,
1730200904, 091005, 131403,  149.4,  2.477,
1730200903, 091005, 131259,  174.3,  2.310,
1740201420, 100905, 130533,    8.0,  5.821,
1740201417, 100905, 130233,   25.2,  5.780,
1740201414, 100905, 130053,   45.8,  4.650,
1740201411, 100905, 125903,   75.3,  4.785,
1740201408, 100905, 125738,  100.2,  3.259,
1740201405, 100905, 125603,  125.4,  4.041,
1740201404, 100905, 125443,  151.3,  4.241,
1740201403, 100905, 125302,  174.1,  3.106,
1750201021, 111205, 134034,    9.2,  4.922,
1750201018, 111205, 133734,   24.5,  4.461,
1750201015, 111205, 133544,   43.5,  4.312,
1750201012, 111205, 133259,   73.6,  4.777,
1750201008, 111205, 133019,   99.0,  3.806,
1750201005, 111205, 132804,  123.8,  3.231,
1750201004, 111205, 132619,  148.8,  2.995,
1750201003, 111205, 132418,  174.7,  2.263,
1760200920, 121305, 125600,    5.0,  4.036,
1760200917, 121305, 125334,   25.2,  4.305,
1760200914, 121305, 125146,   44.5,  4.429,
1760200911, 121305, 124942,   75.8,  4.217,
1760200908, 121305, 124734,  100.8,  3.537,
1760200905, 121305, 124556,  125.1,  2.864,
1760200904, 121305, 124420,  149.2,  2.461,
1760200903, 121305, 124244,  178.7,  1.926,
1770200320, 012506, 132448,    7.7,  4.871,
1770200317, 012506, 132157,   24.7,  4.801,
1770200314, 012506, 131959,   46.9,  4.879,
1770200311, 012506, 131758,   74.8,  4.688,
1770200308, 012506, 131559,  100.4,  5.035,
1770200305, 012506, 131408,  125.2,  5.090,
1770200303, 012506, 131018,  175.7,  2.911,
1780200920, 021506, 131134,   10.3,  4.705,
1780200917, 021506, 130904,   24.6,  4.404,
1780200914, 021506, 130739,   45.3,  4.026,
1780200911, 021506, 130604,   73.9,  4.289,
1780200909, 021506, 130447,  100.4,  2.804,
1780200906, 021506, 130306,  125.3,  2.229,
1780200904, 021506, 130144,  149.8,  1.756,
1780200903, 021506, 130019,  177.0,  1.545,
1790201220, 031006, 131146,    5.4,  4.782,
1790201217, 031006, 130949,   24.5,  4.943,
1790201214, 031006, 130803,   46.2,  4.920,
1790201211, 031006, 130627,   75.5,  4.887,
1790201208, 031006, 130505,   99.7,  4.911,
1790201205, 031006, 130340,  123.1,  4.223,
1790201204, 031006, 130218,  150.0,  4.001,
1790201203, 031006, 130033,  173.6,  2.566,
1800200920, 040206, 130244,    6.2,  5.030,
1800200917, 040206, 125949,   25.5,  4.827,
1800200914, 040206, 125800,   45.0,  6.334,
1800200911, 040206, 125554,   75.6,  4.265,
1800200908, 040206, 125353,  100.5,  5.161,
1800200905, 040206, 125204,  124.3,  4.695,
1800200904, 040206, 125035,  149.7,  3.666,
1800200903, 040206, 124844,  176.3,  2.828,
1810201022, 052706, 131051,    7.3,  4.857,
1810201019, 052706, 130801,   26.5,  4.861,
1810201016, 052706, 130621,   46.4,  5.272,
1810201013, 052706, 130451,   76.3,  4.351,
1810201010, 052706, 130321,  101.2,  4.255,
1810201007, 052706, 130139,  124.6,  2.885,
1810201006, 052706, 125950,  150.4,  2.333,
1810201005, 052706, 125745,  176.2,  1.805,
1820200822, 061406, 153316,    8.2,  4.718,
1820200819, 061406, 152904,   25.0,  4.915,
1820200816, 061406, 152730,   46.0,  6.055,
1820200813, 061406, 152544,   76.1,  5.605,
1820200810, 061406, 152349,  100.9,  5.092,
1820200807, 061406, 152205,  124.9,  4.151,
1820200806, 061406, 152039,  150.9,  2.595,
1820200805, 061406, 151919,  176.6,  2.081,
1830201013, 071306, 131634,   75.0,  3.243,
1830201010, 071306, 131411,  100.7,  2.362,
1830201007, 071306, 131159,  125.5,  1.860,
1830201006, 071306, 130929,  149.8,  1.834,
1840200922, 080906, 103440,    7.5,  3.323,
1840200919, 080906, 103026,   25.8,  3.102,
1840200916, 080906, 102548,   60.0,  3.912,
1840200913, 080906, 102140,   89.8,  3.646,
1840200910, 080906, 101740,  115.0,  3.251,
1840200907, 080906, 101245,  150.5,  1.710,
1840200906, 080906, 101111,  164.5,  1.349,
1840200905, 080906, 100950,  174.8,  1.256,
1850200920, 091606, 125620,    6.3,  5.428,
1850200917, 091606, 125435,   26.3,  5.496,
