botid, date, time, press, don, 
#, mmddyy, hhmmss, dbar, umol/kg, 
1180200705, 082300, 063931,  185.4,   5.05,
1180200704, 082300, 063826,  201.1,   3.72,
1190200317, 101700, 215424,  257.4,   3.48,
1190200316, 101700, 215223,  327.7,   2.86,
1190200315, 101700, 215058,  368.8,   2.80,
1190200313, 101700, 214748,  469.6,   2.28,
1190200311, 101700, 214518,  534.3,   1.81,
1190200309, 101700, 214238,  618.3,   1.84,
1190200306, 101700, 213803,  743.7,   1.63,
1190200301, 101700, 213013,  997.0,   1.82,
1190200720, 101800, 100516,    4.9,   5.43,
1190200717, 101800, 100235,   24.9,   5.46,
1190200715, 101800, 100010,   44.7,   5.58,
1190200713, 101800, 095723,   75.0,   5.76,
1190200711, 101800, 095449,   99.7,   4.65,
1190200709, 101800, 095203,  126.0,   4.22,
1190200707, 101800, 094927,  151.3,   3.72,
1190200705, 101800, 094641,  174.7,   3.68,
1190200704, 101800, 094516,  200.7,   3.75,
1200200319, 112900, 214848,  262.9,   3.17,
1200200316, 112900, 214408,  409.4,   3.77,
1200200315, 112900, 214249,  449.7,   2.85,
1200200313, 112900, 213904,  540.2,   3.67,
1200200311, 112900, 213709,  575.6,   1.60,
1200200309, 112900, 213353,  664.5,   1.61,
1200200307, 112900, 213049,  759.4,   1.01,
1200200301, 112900, 212128, 1019.7,   1.49,
1200200622, 113000, 065955,    4.6,   4.92,
1200200620, 113000, 065832,   14.8,   6.48,
1200200619, 113000, 065718,   25.2,   5.28,
1200200617, 113000, 065551,   35.0,   5.38,
1200200616, 113000, 065443,   44.8,   5.58,
1200200615, 113000, 065329,   60.1,   5.67,
1200200614, 113000, 065213,   74.5,   5.64,
1200200612, 113000, 064949,   99.6,   5.70,
1200200610, 113000, 064717,  125.1,   5.70,
1200200609, 113000, 064555,  150.1,   4.85,
1200200607, 113000, 064330,  174.6,   4.94,
1200200606, 113000, 064202,  201.0,   4.09,
1200200605, 113000, 064033,  225.2,   3.67,
1200200604, 113000, 063816,  301.3,   3.19,
1200200603, 113000, 063619,  350.5,   2.27,
1210200318, 121900, 185915,  263.4,   2.94,
1210200315, 121900, 185511,  364.3,   2.82,
1210200313, 121900, 185200,  479.3,   4.09,
1210200311, 121900, 184851,  558.6,   2.36,
1210200309, 121900, 184541,  649.2,   2.13,
1210200306, 121900, 184050,  769.8,   1.68,
1210200301, 121900, 183241,  999.0,   1.91,
1210200818, 122000, 095546,    4.6,   5.78,
1210200817, 122000, 095443,   15.1,   5.70,
1210200815, 122000, 095324,   23.9,   5.75,
1210200814, 122000, 095219,   34.5,   6.31,
1210200813, 122000, 095118,   45.3,   6.17,
1210200812, 122000, 095013,   58.9,   4.93,
1210200811, 122000, 094904,   72.8,   5.67,
1210200809, 122000, 094637,   99.3,   5.54,
1210200807, 122000, 094412,  122.2,   6.10,
1210200806, 122000, 094226,  150.4,   6.25,
1210200804, 122000, 094022,  172.3,   4.72,
1210200803, 122000, 093908,  199.6,   4.19,
1220200219, 011601, 185741,  244.1,   4.41,
1220200218, 011601, 185617,  278.1,   4.50,
1220200217, 011601, 185441,  339.9,   3.42,
1220200215, 011601, 185217,  399.3,   4.01,
1220200214, 011601, 185056,  437.1,   4.06,
1220200213, 011601, 184942,  478.5,   4.13,
1220200211, 011601, 184721,  554.0,   3.94,
1220200208, 011601, 184356,  643.7,   3.60,
1220200206, 011601, 184112,  749.8,   3.01,
1220200201, 011601, 183114, 1030.1,   3.82,
1220200618, 011701, 064943,    4.2,   6.54,
1220200617, 011701, 064842,   13.6,   5.79,
1220200615, 011701, 064734,   23.3,   6.24,
1220200614, 011701, 064641,   33.7,   6.17,
1220200613, 011701, 064552,   43.2,   6.03,
1220200612, 011701, 064456,   58.1,   6.02,
1220200611, 011701, 064400,   74.1,   6.32,
1220200609, 011701, 064212,   98.4,   7.65,
1220200607, 011701, 064020,  124.1,   6.26,
1220200606, 011701, 063909,  148.5,   5.59,
1220200604, 011701, 063714,  172.8,   6.04,
1220200603, 011701, 063600,  198.9,   5.81,
1230200319, 021501, 031618,    4.2,   5.55,
1230200318, 021501, 031510,   13.9,   5.22,
1230200316, 021501, 031356,   25.0,   5.12,
1230200315, 021501, 031300,   33.8,   5.14,
1230200314, 021501, 031205,   43.9,   4.97,
1230200313, 021501, 031110,   59.5,   5.67,
1230200312, 021501, 031005,   73.8,   5.78,
1230200310, 021501, 030705,   99.1,   5.42,
1230200308, 021501, 030440,  123.2,   4.99,
1230200307, 021501, 030310,  151.3,   4.55,
1230200305, 021501, 030040,  173.8,   4.79,
1230200304, 021501, 025905,  198.4,   4.09,
1230200719, 021501, 180205,  231.2,   4.43,
1230200716, 021501, 175749,  361.5,   4.20,
1230200715, 021501, 175627,  403.9,   4.74,
1230200714, 021501, 175456,  451.5,   5.14,
1230200712, 021501, 175222,  509.0,   4.20,
1230200711, 021501, 175052,  558.5,   3.66,
1230200709, 021501, 174731,  672.1,   3.15,
1230200707, 021501, 174413,  761.2,   2.12,
1230200701, 021501, 173356, 1020.5,   2.32,
