botid, date, time, press, sigma, tdp, 
#, mmddyy, hhmmss, dbar, kg/m3, umol/kg, 
1150200913, 052500, 045306,   74.9, 24.184,  -9.00,
1150200912, 052500, 045147,   99.7, 24.332,  -9.00,
1150200911, 052500, 045137,   99.7, 24.332,  -9.00,
1150200910, 052500, 045127,   99.7, 24.333,  -9.00,
1150200909, 052500, 045001,  124.8, 24.537,  -9.00,
1150200908, 052500, 044838,  149.6, 24.683,  -9.00,
1150200907, 052500, 044828,  149.5, 24.684,  -9.00,
1150200906, 052500, 044700,  174.4, 24.844,  -9.00,
1150200905, 052500, 044618,  174.4, 24.845,  -9.00,
1150200904, 052500, 044516,  199.4, 25.085,  -9.00,
1150201024, 052500, 075320,    4.9, 23.340,  -9.00,
1150201023, 052500, 075311,    5.0, 23.340,  -9.00,
1150201022, 052500, 075149,   24.5, 23.380,  -9.00,
1150201021, 052500, 075139,   24.6, 23.385,  -9.00,
1150201020, 052500, 075020,   50.0, 23.833,  -9.00,
1150201019, 052500, 075010,   50.0, 23.829,  -9.00,
1150201018, 052500, 074849,   74.7, 24.071,  -9.00,
1150201017, 052500, 074727,   99.8, 24.223,  -9.00,
1150201016, 052500, 074716,   99.8, 24.223,  -9.00,
1150201015, 052500, 074559,  124.7, 24.328,  -9.00,
1150201014, 052500, 074441,  150.0, 24.485,  -9.00,
1150201013, 052500, 074432,  150.1, 24.486,  -9.00,
1150201012, 052500, 074310,  174.8, 24.642,  -9.00,
1150201011, 052500, 074143,  200.1, 24.882,  -9.00,
1150201010, 052500, 074133,  200.0, 24.882,  -9.00,
1150201009, 052500, 073946,  249.8, 25.279,  -9.00,
1150201120, 052500, 105123,    5.2, 23.345,  -9.00,
1150201119, 052500, 105112,    5.2, 23.344,  -9.00,
1150201118, 052500, 104954,   24.7, 23.371,  -9.00,
1150201117, 052500, 104943,   24.7, 23.373,  -9.00,
1150201116, 052500, 104818,   45.1, 23.788,  -9.00,
1150201115, 052500, 104805,   45.0, 23.788,  -9.00,
1150201114, 052500, 104635,   74.5, 24.113,  -9.00,
1150201113, 052500, 104621,   74.5, 24.112,  -9.00,
1150201112, 052500, 104502,   99.2, 24.285,  -9.00,
1150201111, 052500, 104447,   99.1, 24.285,  -9.00,
1150201110, 052500, 104314,  125.2, 24.393,  -9.00,
1150201109, 052500, 104259,  125.1, 24.393,  -9.00,
1150201108, 052500, 104136,  150.4, 24.569,  -9.00,
1150201107, 052500, 104122,  150.3, 24.569,  -9.00,
1150201106, 052500, 103957,  175.4, 24.748,  -9.00,
1150201105, 052500, 103940,  175.3, 24.749,  -9.00,
1150201104, 052500, 103811,  200.7, 24.944,  -9.00,
1150201220, 052500, 135722,    4.5, 23.357,  -9.00,
1150201219, 052500, 135617,   14.6, 23.358,  -9.00,
1150201218, 052500, 135502,   25.1, 23.480,  -9.00,
1150201217, 052500, 135328,   44.8, 23.834,  -9.00,
1150201216, 052500, 135152,   74.6, 24.194,  -9.00,
1150201215, 052500, 134915,   84.4, 24.254,  -9.00,
1150201214, 052500, 134808,   99.8, 24.339,  -9.00,
1150201213, 052500, 134702,  114.7, 24.401,  -9.00,
1150201212, 052500, 134602,  124.4, 24.491,  -9.00,
1150201211, 052500, 134452,  134.6, 24.564,  -9.00,
1150201210, 052500, 134349,  144.1, 24.649,  -9.00,
1150201209, 052500, 134250,  154.2, 24.747,  -9.00,
1150201208, 052500, 134150,  164.6, 24.801,  -9.00,
1150201207, 052500, 134050,  174.1, 24.879,  -9.00,
1150201206, 052500, 133945,  185.0, 24.934,  -9.00,
1150201205, 052500, 133834,  200.0, 25.106,  -9.00,
1150201204, 052500, 133713,  225.0, 25.326,  -9.00,
1150201203, 052500, 133551,  249.4, 25.504,  -9.00,
1150201309, 052500, 164501,    4.9, 23.358,  -9.00,
1150201308, 052500, 164356,   14.6, 23.358,  -9.00,
1150201307, 052500, 164258,   25.2, 23.358,  -9.00,
1150201306, 052500, 164151,   45.1, 23.776,  -9.00,
1150201305, 052500, 163943,  124.7, 24.495,  -9.00,
1150201304, 052500, 163831,  145.1, 24.658,  -9.00,
1150201415, 052500, 224659,    4.8, 23.315,  -9.00,
1150201414, 052500, 224530,   24.9, 23.415,  -9.00,
1150201413, 052500, 224410,   50.6, 23.844,  -9.00,
1150201412, 052500, 224225,  100.0, 24.177,  -9.00,
1150201411, 052500, 224110,  125.9, 24.314,  -9.00,
1150201410, 052500, 223940,  150.6, 24.481,  -9.00,
1150201409, 052500, 223835,  175.5, 24.618,  -9.00,
1150201408, 052500, 223725,  200.9, 24.845,  -9.00,
1150201518, 052600, 015253,    5.5, 23.323,  -9.00,
1150201517, 052600, 015243,    5.5, 23.323,  -9.00,
1150201516, 052600, 015131,   24.4, 23.405,  -9.00,
1150201515, 052600, 015120,   24.5, 23.411,  -9.00,
1150201514, 052600, 014958,   44.9, 23.904,  -9.00,
1150201513, 052600, 014855,   48.9, 23.933,  -9.00,
1150201512, 052600, 014742,   74.4, 24.165,  -9.00,
1150201511, 052600, 014629,  100.4, 24.336,  -9.00,
1150201510, 052600, 014619,  100.3, 24.337,  -9.00,
1150201509, 052600, 014505,  124.5, 24.480,  -9.00,
1150201508, 052600, 014349,  149.2, 24.633,  -9.00,
1150201507, 052600, 014338,  149.1, 24.633,  -9.00,
1150201506, 052600, 014218,  174.6, 24.855,  -9.00,
1150201505, 052600, 014051,  199.7, 25.054,  -9.00,
1150201504, 052600, 013908,  250.1, 25.445,  -9.00,
1160200107, 062000, 131428,   77.4, 24.320,  -9.00,
1160200106, 062000, 131418,   77.3, 24.320,  -9.00,
1160200105, 062000, 131408,   77.1, 24.319,  -9.00,
1160200104, 062000, 131357,   76.8, 24.318,  -9.00,
1160200103, 062000, 131347,   76.6, 24.317,  -9.00,
1160200102, 062000, 131338,   76.2, 24.315,  -9.00,
1160200101, 062000, 131123,  175.3, 25.097,  -9.00,
1160200224, 062000, 170506,    5.1, 23.405,  -9.00,
1160200324, 062000, 195610,    4.7, 23.378,  -9.00,
1160200323, 062000, 195441,   51.3, 24.080,  -9.00,
1160200322, 062000, 195340,   74.4, 24.268,  -9.00,
1160200321, 062000, 195210,  123.6, 24.493,  -9.00,
1160200320, 062000, 195030,  175.4, 24.815,  -9.00,
1160200319, 062000, 194930,  194.7, 24.991,  -9.00,
1160200318, 062000, 194806,  245.3, 25.457,  -9.00,
1160200317, 062000, 194645,  285.6, 25.755,  -9.00,
1160200424, 062000, 224735,    3.9, 23.303,  -9.00,
1160200423, 062000, 224725,    4.0, 23.312,  -9.00,
1160200422, 062000, 224645,   14.4, 23.396,  -9.00,
1160200421, 062000, 224605,   24.1, 23.420,  -9.00,
1160200420, 062000, 224530,   29.6, 23.467,  -9.00,
1160200419, 062000, 224425,   34.5, 23.707,  -9.00,
1160200418, 062000, 224415,   34.5, 23.710,  -9.00,
1160200417, 062000, 224405,   34.5, 23.714,  -9.00,
1160200416, 062000, 224325,   44.0, 24.057,  -9.00,
1160200415, 062000, 224315,   44.1, 24.057,  -9.00,
1160200414, 062000, 224235,   58.6, 24.215,  -9.00,
1160200413, 062000, 224150,   74.0, 24.345,  -9.00,
1160200412, 062000, 224141,   74.2, 24.345,  -9.00,
1160200411, 062000, 224034,   99.4, 24.469,  -9.00,
1160200410, 062000, 224025,   99.5, 24.469,  -9.00,
1160200409, 062000, 223925,  123.6, 24.599,  -9.00,
1160200408, 062000, 223915,  123.6, 24.604,  -9.00,
1160200407, 062000, 223820,  149.1, 24.750,  -9.00,
1160200406, 062000, 223810,  149.2, 24.754,  -9.00,
1160200405, 062000, 223705,  174.2, 24.947,  -9.00,
1160200404, 062000, 223510,  249.5, 25.475,  -9.00,
1160200516, 062100, 014755,    4.9, 23.248,  -9.00,
1160200515, 062100, 014625,   24.6, 23.406,  -9.00,
1160200514, 062100, 014517,   45.0, 23.553,  -9.00,
1160200513, 062100, 014402,   75.2, 24.309,  -9.00,
1160200512, 062100, 014345,   75.1, 24.308,  -9.00,
1160200511, 062100, 014328,   75.0, 24.308,  -9.00,
1160200510, 062100, 014310,   74.9, 24.309,  -9.00,
1160200509, 062100, 014156,  100.2, 24.455,  -9.00,
1160200508, 062100, 014040,  125.4, 24.599,  -9.00,
1160200507, 062100, 013928,  150.6, 24.820,  -9.00,
1160200506, 062100, 013808,  175.7, 25.004,  -9.00,
1160200505, 062100, 013749,  175.3, 25.002,  -9.00,
1160200504, 062100, 013541,  250.9, 25.711,  -9.00,
1160200617, 062100, 045245,    4.6, 23.279,  -9.00,
1160200616, 062100, 045038,   76.6, 24.188,  -9.00,
1160200615, 062100, 044741,  210.4, 25.109,   0.43,
1160200614, 062100, 044626,  226.4, 25.304,   0.47,
1160200613, 062100, 044524,  237.1, 25.394,   0.51,
1160200612, 062100, 044418,  251.6, 25.504,   0.57,
1160200611, 062100, 044259,  274.9, 25.689,   0.68,
1160200610, 062100, 044148,  298.6, 25.818,   0.76,
1160200723, 062100, 080031,    4.7, 23.313,  -9.00,
1160200722, 062100, 080017,    4.6, 23.317,   0.32,
1160200721, 062100, 075852,   14.4, 23.330,   0.29,
1160200720, 062100, 075747,   24.7, 23.389,  -9.00,
1160200719, 062100, 075731,   24.7, 23.391,   0.30,
1160200718, 062100, 075628,   34.3, 23.409,   0.30,
1160200717, 062100, 075526,   44.4, 23.530,   0.34,
1160200716, 062100, 075415,   59.7, 23.974,  -9.00,
1160200715, 062100, 075255,   74.8, 24.154,   0.25,
1160200714, 062100, 075137,   84.8, 24.270,   0.30,
1160200713, 062100, 075032,   94.4, 24.316,   0.29,
1160200712, 062100, 074927,  104.1, 24.387,   0.28,
1160200711, 062100, 074822,  115.0, 24.451,   0.27,
1160200710, 062100, 074717,  124.9, 24.498,   0.27,
1160200709, 062100, 074612,  134.4, 24.550,   0.23,
1160200708, 062100, 074507,  149.8, 24.675,   0.35,
1160200707, 062100, 074412,  159.0, 24.719,  -9.00,
1160200706, 062100, 074307,  174.5, 24.799,   0.36,
1160200705, 062100, 074204,  185.7, 24.917,  -9.00,
1160200704, 062100, 074042,  202.0, 25.033,   0.41,
1160200815, 062100, 104927,    4.8, 23.320,  -9.00,
1160200814, 062100, 104824,   14.8, 23.354,  -9.00,
1160200813, 062100, 104729,   24.8, 23.406,  -9.00,
1160200812, 062100, 104619,   36.7, 23.419,  -9.00,
1160200811, 062100, 104603,   36.8, 23.419,  -9.00,
1160200810, 062100, 104546,   36.4, 23.419,  -9.00,
1160200809, 062100, 104442,   46.1, 23.844,  -9.00,
1160200808, 062100, 104332,   61.0, 24.132,  -9.00,
1160200807, 062100, 104212,   75.4, 24.254,  -9.00,
1160200806, 062100, 104047,   99.3, 24.471,  -9.00,
1160200805, 062100, 103928,  127.9, 24.637,  -9.00,
1160200804, 062100, 103744,  156.1, 24.826,  -9.00,
1160200918, 062100, 134850,    5.1, 23.345,  -9.00,
1160200917, 062100, 134841,    5.0, 23.347,  -9.00,
1160200916, 062100, 134741,   24.6, 23.551,  -9.00,
1160200915, 062100, 134730,   24.6, 23.554,  -9.00,
1160200914, 062100, 134631,   45.4, 23.982,  -9.00,
1160200913, 062100, 134620,   45.4, 23.982,  -9.00,
1160200912, 062100, 134505,   75.6, 24.263,  -9.00,
1160200911, 062100, 134455,   75.6, 24.263,  -9.00,
1160200910, 062100, 134400,   99.4, 24.437,  -9.00,
1160200909, 062100, 134350,   99.7, 24.438,  -9.00,
1160200908, 062100, 134255,  124.8, 24.618,  -9.00,
1160200907, 062100, 134246,  124.9, 24.618,  -9.00,
1160200906, 062100, 134140,  149.9, 24.779,  -9.00,
1160200905, 062100, 134130,  149.8, 24.780,  -9.00,
1160200904, 062100, 134031,  174.5, 25.041,  -9.00,
1160200903, 062100, 134020,  174.5, 25.042,  -9.00,
1160201003, 062100, 181829,    4.7, 23.358,  -9.00,
1160201002, 062100, 181549,  100.5, 24.433,  -9.00,
1160201001, 062100, 181325,  199.9, 25.084,  -9.00,
1160201104, 062100, 194030,   75.2, 24.242,  -9.00,
1160201103, 062100, 193800,  176.9, 24.887,  -9.00,
1160201212, 062100, 224520,    5.0, 23.303,  -9.00,
1160201211, 062100, 224350,   24.8, 23.396,  -9.00,
1160201210, 062100, 224245,   44.1, 23.621,  -9.00,
1160201209, 062100, 224125,   74.7, 24.254,  -9.00,
1160201208, 062100, 224020,   98.9, 24.409,  -9.00,
1160201207, 062100, 223920,  125.1, 24.566,  -9.00,
1160201206, 062100, 223815,  150.9, 24.737,  -9.00,
1160201205, 062100, 223710,  176.0, 24.878,  -9.00,
1160201204, 062100, 223520,  253.3, 25.488,  -9.00,
1160201308, 062200, 014524,    5.0, 23.264,  -9.00,
1160201307, 062200, 014355,   24.7, 23.399,  -9.00,
1160201306, 062200, 014044,   44.3, 23.884,  -9.00,
1160201305, 062200, 014044,   74.4, 24.316,  -9.00,
1160201304, 062200, 013909,  100.1, 24.496,  -9.00,
1160201303, 062200, 013734,  125.6, 24.727,  -9.00,
1160201415, 062200, 045634,    5.1, 23.261,  -9.00,
1160201414, 062200, 045515,   24.6, 23.376,  -9.00,
1160201413, 062200, 045405,   49.8, 23.850,  -9.00,
1160201412, 062200, 045253,   74.6, 24.149,  -9.00,
1160201411, 062200, 045141,  100.0, 24.364,  -9.00,
1160201410, 062200, 045027,  123.7, 24.467,  -9.00,
1160201409, 062200, 044904,  149.9, 24.644,  -9.00,
1160201408, 062200, 044749,  174.6, 24.843,  -9.00,
1160201407, 062200, 044631,  199.8, 25.034,  -9.00,
1160201406, 062200, 044440,  250.3, 25.507,  -9.00,
1160201510, 062200, 074655,    4.1, 23.289,  -9.00,
1160201509, 062200, 074546,   24.5, 23.360,  -9.00,
1160201508, 062200, 074445,   35.0, 23.409,  -9.00,
1160201507, 062200, 074317,   74.7, 24.183,  -9.00,
1160201506, 062200, 074207,   99.7, 24.389,  -9.00,
1160201505, 062200, 074054,  125.2, 24.512,  -9.00,
1160201504, 062200, 073941,  150.5, 24.711,  -9.00,
1160201503, 062200, 073826,  176.5, 24.898,  -9.00,
1160201614, 062200, 125046,    4.7, 23.330,  -9.00,
1160201613, 062200, 124840,   84.0, 24.361,  -9.00,
1170200124, 072500, 171937,    5.0, 23.337,  -9.00,
1170200224, 072500, 201335,    4.1, 23.320,  -9.00,
1170200223, 072500, 201115,   46.8, 23.337,  -9.00,
1170200222, 072500, 200946,   69.6, 24.007,  -9.00,
1170200221, 072500, 200736,  115.3, 24.478,  -9.00,
1170200220, 072500, 200534,  169.4, 24.907,  -9.00,
1170200219, 072500, 200342,  220.4, 25.414,  -9.00,
1170200218, 072500, 200123,  269.2, 25.726,  -9.00,
1170200323, 072600, 023600,    3.6, 23.308,  -9.00,
1170200322, 072600, 023544,    3.5, 23.308,  -9.00,
1170200321, 072600, 023423,   24.7, 23.319,  -9.00,
1170200320, 072600, 023405,   24.9, 23.320,  -9.00,
1170200319, 072600, 023233,   44.7, 23.459,  -9.00,
1170200318, 072600, 023129,   51.6, 23.781,  -9.00,
1170200317, 072600, 023008,   74.6, 24.209,  -9.00,
1170200316, 072600, 022954,   74.5, 24.209,  -9.00,
1170200315, 072600, 022829,  101.3, 24.381,  -9.00,
1170200314, 072600, 022814,  101.3, 24.383,  -9.00,
1170200313, 072600, 022657,  125.3, 24.553,  -9.00,
1170200312, 072600, 022526,  153.6, 24.747,  -9.00,
1170200311, 072600, 022510,  152.6, 24.729,  -9.00,
1170200310, 072600, 022349,  175.6, 24.942,  -9.00,
1170200309, 072600, 022224,  200.3, 25.223,  -9.00,
1170200308, 072600, 022028,  250.4, 25.609,  -9.00,
1170200307, 072600, 022013,  249.5, 25.607,  -9.00,
1170200417, 072600, 045710,    4.9, 23.299,  -9.00,
1170200416, 072600, 045425,  100.4, 24.346,  -9.00,
1170200415, 072600, 045145,  209.3, 25.395,   0.46,
1170200414, 072600, 045031,  223.5, 25.525,   0.51,
1170200413, 072600, 044925,  234.3, 25.590,   0.61,
1170200412, 072600, 044806,  249.5, 25.690,   0.62,
1170200411, 072600, 044648,  273.7, 25.848,   0.70,
1170200410, 072600, 044533,  299.9, 26.019,   0.87,
1170200523, 072600, 080759,    4.3, 23.312,  -9.00,
1170200522, 072600, 080738,    4.5, 23.314,   0.22,
1170200521, 072600, 080604,   14.4, 23.311,   0.26,
1170200520, 072600, 080448,   23.7, 23.312,  -9.00,
1170200519, 072600, 080434,   23.4, 23.312,   0.24,
1170200518, 072600, 080320,   34.3, 23.331,   0.22,
1170200517, 072600, 080206,   45.0, 23.401,   0.24,
1170200516, 072600, 080040,   59.1, 23.622,   0.25,
1170200515, 072600, 075924,   75.1, 24.038,   0.23,
1170200514, 072600, 075804,   85.3, 24.143,   0.25,
1170200513, 072600, 075650,   94.7, 24.237,   0.26,
1170200512, 072600, 075532,  106.0, 24.356,   0.25,
1170200511, 072600, 075242,  114.1, 24.431,   0.25,
1170200510, 072600, 075132,  124.4, 24.535,   0.25,
1170200509, 072600, 075024,  134.0, 24.672,   0.25,
1170200508, 072600, 074908,  150.1, 24.810,   0.30,
1170200507, 072600, 074758,  160.4, 24.911,  -9.00,
1170200506, 072600, 074648,  174.7, 25.039,   0.38,
1170200505, 072600, 074545,  184.8, 25.121,  -9.00,
1170200504, 072600, 074422,  199.6, 25.317,   0.45,
1170200623, 072600, 105536,    4.5, 23.324,  -9.00,
1170200622, 072600, 105521,    4.5, 23.324,  -9.00,
1170200621, 072600, 105359,   25.4, 23.327,  -9.00,
1170200620, 072600, 105346,   25.4, 23.328,  -9.00,
1170200619, 072600, 105230,   44.0, 23.470,  -9.00,
1170200618, 072600, 105132,   50.4, 23.784,  -9.00,
1170200617, 072600, 105023,   75.2, 24.096,  -9.00,
1170200616, 072600, 105008,   75.6, 24.094,  -9.00,
1170200615, 072600, 104854,  100.0, 24.374,  -9.00,
1170200614, 072600, 104837,  100.5, 24.376,  -9.00,
1170200613, 072600, 104718,  125.2, 24.556,  -9.00,
1170200612, 072600, 104550,  149.3, 24.774,  -9.00,
1170200611, 072600, 104531,  149.1, 24.771,  -9.00,
1170200610, 072600, 104358,  175.0, 24.869,  -9.00,
1170200609, 072600, 104242,  200.7, 25.076,  -9.00,
1170200608, 072600, 104047,  254.8, 25.577,  -9.00,
1170200607, 072600, 104032,  253.4, 25.566,  -9.00,
1170200724, 072600, 135400,    4.8, 23.328,  -9.00,
1170200723, 072600, 135350,    4.6, 23.328,  -9.00,
1170200722, 072600, 135221,   24.8, 23.333,  -9.00,
1170200721, 072600, 135211,   24.8, 23.334,  -9.00,
1170200720, 072600, 135111,   44.2, 23.717,  -9.00,
1170200719, 072600, 135101,   44.3, 23.723,  -9.00,
1170200718, 072600, 134931,   74.1, 24.182,  -9.00,
1170200717, 072600, 134921,   74.2, 24.184,  -9.00,
1170200716, 072600, 134815,  100.0, 24.386,  -9.00,
1170200715, 072600, 134805,  100.1, 24.386,  -9.00,
1170200714, 072600, 134650,  125.1, 24.591,  -9.00,
1170200713, 072600, 134640,  125.5, 24.592,  -9.00,
1170200712, 072600, 134531,  149.7, 24.892,  -9.00,
1170200711, 072600, 134521,  149.3, 24.889,  -9.00,
1170200710, 072600, 134415,  173.9, 25.046,  -9.00,
1170200709, 072600, 134406,  173.9, 25.047,  -9.00,
1170200824, 072600, 200729,    5.5, 23.321,  -9.00,
1170200823, 072600, 200629,   10.4, 23.324,  -9.00,
1170200822, 072600, 200524,   15.3, 23.323,  -9.00,
1170200821, 072600, 200514,   15.4, 23.324,  -9.00,
1170200820, 072600, 200505,   15.4, 23.324,  -9.00,
1170200819, 072600, 200359,   24.7, 23.325,  -9.00,
1170200818, 072600, 200259,   30.9, 23.328,  -9.00,
1170200817, 072600, 200154,   39.4, 23.402,  -9.00,
1170200816, 072600, 200049,   43.9, 23.456,  -9.00,
1170200815, 072600, 200039,   43.9, 23.466,  -9.00,
1170200814, 072600, 195939,   49.2, 23.493,  -9.00,
1170200813, 072600, 195834,   59.5, 23.959,  -9.00,
1170200812, 072600, 195724,   71.6, 24.103,  -9.00,
1170200811, 072600, 195714,   71.7, 24.106,  -9.00,
1170200810, 072600, 195704,   71.7, 24.111,  -9.00,
1170200809, 072600, 195519,   99.8, 24.374,  -9.00,
1170200808, 072600, 195404,  124.2, 24.604,  -9.00,
1170200807, 072600, 195234,  148.2, 24.833,  -9.00,
1170200806, 072600, 195109,  175.2, 25.054,  -9.00,
1170200805, 072600, 194939,  198.8, 25.306,  -9.00,
1170200804, 072600, 194646,  249.0, 25.745,  -9.00,
1170200918, 072600, 225842,    4.3, 23.305,  -9.00,
1170200917, 072600, 225833,    4.3, 23.305,  -9.00,
1170200916, 072600, 225723,   25.5, 23.323,  -9.00,
1170200915, 072600, 225713,   25.5, 23.323,  -9.00,
1170200914, 072600, 225618,   45.2, 23.343,  -9.00,
1170200913, 072600, 225542,   49.2, 23.355,  -9.00,
1170200912, 072600, 225438,   74.2, 24.005,  -9.00,
1170200911, 072600, 225428,   74.2, 24.009,  -9.00,
1170200910, 072600, 225328,   99.3, 24.323,  -9.00,
1170200909, 072600, 225318,   99.4, 24.323,  -9.00,
1170200908, 072600, 225218,  125.3, 24.492,  -9.00,
1170200907, 072600, 225118,  148.8, 24.734,  -9.00,
1170200906, 072600, 225108,  148.8, 24.733,  -9.00,
1170200905, 072600, 225013,  173.8, 24.891,  -9.00,
1170200904, 072600, 224908,  197.5, 25.131,  -9.00,
1170200903, 072600, 224748,  250.2, 25.555,  -9.00,
1170201024, 072700, 015326,    4.4, 23.285,  -9.00,
1170201023, 072700, 015313,    4.3, 23.286,  -9.00,
1170201022, 072700, 015258,    4.3, 23.285,  -9.00,
1170201021, 072700, 015243,    4.3, 23.285,  -9.00,
1170201020, 072700, 015140,   14.3, 23.285,  -9.00,
1170201019, 072700, 015125,   14.4, 23.284,  -9.00,
1170201018, 072700, 015020,   24.3, 23.316,  -9.00,
1170201017, 072700, 015004,   24.4, 23.316,  -9.00,
1170201016, 072700, 014854,   35.3, 23.330,  -9.00,
1170201015, 072700, 014840,   35.5, 23.330,  -9.00,
1170201014, 072700, 014734,   44.3, 23.344,  -9.00,
1170201013, 072700, 014720,   44.3, 23.345,  -9.00,
1170201012, 072700, 014601,   59.6, 23.749,  -9.00,
1170201011, 072700, 014546,   59.5, 23.751,  -9.00,
1170201010, 072700, 014531,   59.5, 23.757,  -9.00,
1170201009, 072700, 014516,   59.5, 23.760,  -9.00,
1170201008, 072700, 014404,   75.9, 24.140,  -9.00,
1170201007, 072700, 014229,  104.3, 24.397,  -9.00,
1170201006, 072700, 014213,  103.3, 24.393,  -9.00,
1170201005, 072700, 014054,  123.6, 24.545,  -9.00,
1170201004, 072700, 013941,  150.2, 24.782,  -9.00,
1170201003, 072700, 013925,  150.5, 24.783,  -9.00,
1170201119, 072700, 042734,    4.8, 23.293,  -9.00,
1170201118, 072700, 042604,   25.5, 23.314,  -9.00,
1170201117, 072700, 042439,   49.7, 23.369,  -9.00,
1170201116, 072700, 042322,   75.2, 24.119,  -9.00,
1170201115, 072700, 042204,   98.8, 24.383,  -9.00,
1170201114, 072700, 042044,  124.1, 24.604,  -9.00,
1170201113, 072700, 041918,  149.2, 24.861,  -9.00,
1170201112, 072700, 041756,  174.0, 25.046,  -9.00,
1170201111, 072700, 041625,  201.9, 25.245,  -9.00,
1170201110, 072700, 041428,  249.8, 25.733,  -9.00,
1170201215, 072700, 075152,    4.9, 23.294,  -9.00,
1170201214, 072700, 075137,    4.8, 23.294,  -9.00,
1170201213, 072700, 075014,   24.7, 23.304,  -9.00,
1170201212, 072700, 074958,   24.8, 23.300,  -9.00,
1170201211, 072700, 074841,   45.1, 23.371,  -9.00,
1170201210, 072700, 074711,   74.9, 24.237,  -9.00,
1170201209, 072700, 074540,   99.5, 24.477,  -9.00,
1170201208, 072700, 074415,  123.9, 24.709,  -9.00,
