botid, date, time, press, sigma, tdp, 
#, mmddyy, hhmmss, dbar, kg/m3, umol/kg, 
2540200617, 091213, 070344,   46.3, 23.232,  -9.00,
2540200616, 091213, 070240,   60.0, 23.720,  -9.00,
2540200615, 091213, 070125,   75.1, 23.916,  -9.00,
2540200614, 091213, 070024,   85.6, 24.032,  -9.00,
2540200613, 091213, 065925,   90.5, 24.200,  -9.00,
2540200612, 091213, 065825,  100.6, 24.316,  -9.00,
2540200611, 091213, 065720,  110.2, 24.384,  -9.00,
2540200610, 091213, 065620,  115.5, 24.424,  -9.00,
2540200609, 091213, 065509,  125.9, 24.579,  -9.00,
2540200608, 091213, 065425,  130.0, 24.618,  -9.00,
2540200607, 091213, 065310,  150.3, 24.712,  -9.00,
2540200606, 091213, 065155,  165.5, 24.782,  -9.00,
2540200605, 091213, 065059,  175.1, 24.816,  -9.00,
2540200604, 091213, 064925,  201.6, 24.972,  -9.00,
2540200710, 091213, 100929,    7.2, 23.092,  -9.00,
2540200709, 091213, 100729,   25.5, 23.121,  -9.00,
2540200708, 091213, 100550,   46.4, 23.139,  -9.00,
2540200707, 091213, 100409,   75.3, 23.976,  -9.00,
2540200706, 091213, 100239,  100.8, 24.507,  -9.00,
2540200705, 091213, 100114,  125.8, 24.666,  -9.00,
2540200704, 091213, 095954,  150.8, 24.797,  -9.00,
2540200703, 091213, 095819,  175.4, 24.974,  -9.00,
2540200814, 091213, 130445,    7.6, 23.086,  -9.00,
2540200813, 091213, 130435,    7.7, 23.087,  -9.00,
2540200812, 091213, 130235,   25.3, 23.114,  -9.00,
2540200811, 091213, 130225,   25.1, 23.114,  -9.00,
2540200810, 091213, 130045,   46.0, 23.122,  -9.00,
2540200809, 091213, 130035,   46.0, 23.122,  -9.00,
2540200808, 091213, 125845,   74.9, 24.066,  -9.00,
2540200807, 091213, 125836,   75.1, 24.067,  -9.00,
2540200806, 091213, 125645,   99.8, 24.461,  -9.00,
2540200805, 091213, 125635,   99.9, 24.462,  -9.00,
2540200804, 091213, 125445,  125.1, 24.603,  -9.00,
2540200803, 091213, 125435,  125.3, 24.602,  -9.00,
2540200908, 091213, 155445,    6.8, 23.090,  -9.00,
2540201018, 091213, 190425,    8.5, 23.076,  -9.00,
2540201017, 091213, 190415,    8.5, 23.075,  -9.00,
2540201016, 091213, 190225,   25.0, 23.108,  -9.00,
2540201015, 091213, 190216,   25.0, 23.108,  -9.00,
2540201014, 091213, 190045,   45.7, 23.223,  -9.00,
2540201013, 091213, 190035,   45.7, 23.241,  -9.00,
2540201012, 091213, 185835,   75.1, 24.019,  -9.00,
2540201011, 091213, 185825,   75.0, 24.021,  -9.00,
2540201010, 091213, 185635,  100.4, 24.293,  -9.00,
2540201009, 091213, 185625,  100.3, 24.294,  -9.00,
2540201008, 091213, 185435,  125.6, 24.515,  -9.00,
2540201007, 091213, 185425,  125.7, 24.519,  -9.00,
2540201006, 091213, 185235,  151.2, 24.638,  -9.00,
2540201005, 091213, 185225,  151.0, 24.639,  -9.00,
2540201004, 091213, 185035,  174.9, 24.777,  -9.00,
2540201003, 091213, 185025,  174.7, 24.776,  -9.00,
2540201118, 091213, 221545,    8.3, 23.062,  -9.00,
2540201117, 091213, 221535,    8.4, 23.061,  -9.00,
2540201116, 091213, 221347,   24.9, 23.103,  -9.00,
2540201115, 091213, 221335,   25.0, 23.102,  -9.00,
2540201114, 091213, 221205,   45.5, 23.122,  -9.00,
2540201113, 091213, 221155,   45.5, 23.122,  -9.00,
2540201112, 091213, 221005,   74.9, 24.089,  -9.00,
2540201111, 091213, 220955,   74.9, 24.099,  -9.00,
2540201110, 091213, 220815,  100.4, 24.441,  -9.00,
2540201109, 091213, 220805,  100.4, 24.438,  -9.00,
2540201108, 091213, 220625,  126.0, 24.620,  -9.00,
2540201107, 091213, 220615,  126.0, 24.623,  -9.00,
2540201106, 091213, 220436,  150.4, 24.749,  -9.00,
2540201105, 091213, 220425,  150.4, 24.750,  -9.00,
2540201104, 091213, 220235,  175.8, 24.930,  -9.00,
2540201103, 091213, 220225,  175.8, 24.930,  -9.00,
2540201223, 091313, 010930,    6.0, 23.030,  -9.00,
2540201222, 091313, 010700,   25.6, 23.108,  -9.00,
2540201221, 091313, 010526,   45.3, 23.131,  -9.00,
2540201220, 091313, 010340,   74.9, 23.913,  -9.00,
2540201219, 091313, 010205,  100.7, 24.438,  -9.00,
2540201218, 091313, 010035,  125.3, 24.690,  -9.00,
2540201217, 091313, 005903,  150.7, 24.892,  -9.00,
2540201216, 091313, 005710,  200.2, 25.411,  -9.00,
2540201215, 091313, 005705,  200.4, 25.424,  -9.00,
2540201214, 091313, 005505,  250.8, 25.760,  -9.00,
2540201310, 091313, 042027,    5.5, 23.049,  -9.00,
2540201309, 091313, 041830,   25.3, 23.113,  -9.00,
2540201308, 091313, 041545,   45.7, 23.128,  -9.00,
2540201307, 091313, 041245,   76.1, 23.901,  -9.00,
2540201306, 091313, 041020,  100.6, 24.378,  -9.00,
2540201305, 091313, 040721,  126.2, 24.718,  -9.00,
2540201304, 091313, 040459,  150.7, 24.874,  -9.00,
2540201303, 091313, 040240,  175.1, 25.005,  -9.00,
2540201422, 091313, 070052,    5.7, 23.067,  -9.00,
2540201421, 091313, 070046,    5.6, 23.066,  -9.00,
2540201420, 091313, 065833,   25.0, 23.103,  -9.00,
2540201419, 091313, 065827,   25.1, 23.103,  -9.00,
2540201418, 091313, 065711,   46.4, 23.118,  -9.00,
2540201417, 091313, 065707,   46.1, 23.118,  -9.00,
2540201416, 091313, 065556,   60.9, 23.385,  -9.00,
2540201415, 091313, 065456,   75.4, 23.920,  -9.00,
2540201414, 091313, 065451,   75.3, 23.920,  -9.00,
2540201413, 091313, 065356,   84.8, 24.020,  -9.00,
2540201412, 091313, 065344,   85.0, 24.025,  -9.00,
2540201411, 091313, 065241,  100.4, 24.276,  -9.00,
2540201410, 091313, 065131,  115.9, 24.449,  -9.00,
2540201409, 091313, 065031,  125.1, 24.554,  -9.00,
2540201408, 091313, 065026,  125.1, 24.559,  -9.00,
2540201407, 091313, 064909,  136.5, 24.640,  -9.00,
2540201406, 091313, 064758,  149.3, 24.685,  -9.00,
2540201405, 091313, 064751,  149.4, 24.686,  -9.00,
2540201404, 091313, 064621,  175.0, 24.866,  -9.00,
2540201403, 091313, 064614,  175.1, 24.868,  -9.00,
2540201512, 091313, 123156,    7.1, 23.097,  -9.00,
2540201511, 091313, 122809,   66.2, 23.908,  -9.00,
2550200124, 100113, 125650,    7.3, 23.074,  -9.00,
2550200123, 100113, 125641,    7.4, 23.074,  -9.00,
2550200122, 100113, 125630,    7.7, 23.074,  -9.00,
2550200121, 100113, 125622,    7.2, 23.075,  -9.00,
2550200120, 100113, 125613,    7.5, 23.075,  -9.00,
2550200119, 100113, 125422,   25.4, 23.072,  -9.00,
2550200118, 100113, 125412,   25.2, 23.072,  -9.00,
2550200117, 100113, 125401,   25.2, 23.072,  -9.00,
2550200116, 100113, 125242,   45.0, 23.138,  -9.00,
2550200115, 100113, 125230,   45.1, 23.138,  -9.00,
2550200114, 100113, 125221,   45.1, 23.139,  -9.00,
2550200113, 100113, 125041,   75.9, 23.606,  -9.00,
2550200112, 100113, 125031,   76.0, 23.605,  -9.00,
2550200111, 100113, 125021,   76.0, 23.604,  -9.00,
2550200110, 100113, 124838,   99.4, 24.251,  -9.00,
2550200109, 100113, 124826,   99.5, 24.253,  -9.00,
2550200108, 100113, 124816,   99.5, 24.258,  -9.00,
2550200107, 100113, 124642,  125.9, 24.489,  -9.00,
2550200106, 100113, 124632,  125.7, 24.489,  -9.00,
2550200105, 100113, 124622,  125.7, 24.489,  -9.00,
2550200104, 100113, 124452,  149.6, 24.710,  -9.00,
2550200103, 100113, 124317,  174.6, 24.866,  -9.00,
2550200224, 100113, 190947,    6.0, 23.087,  -9.00,
2550200324, 100113, 223019,    7.6, 23.067,  -9.00,
2550200323, 100113, 222744,   52.0, 23.153,  -9.00,
2550200322, 100113, 222612,   75.7, 23.724,  -9.00,
2550200321, 100113, 222403,  111.8, 24.485,  -9.00,
2550200320, 100113, 222207,  149.0, 24.719,  -9.00,
2550200319, 100113, 222042,  184.9, 24.986,  -9.00,
2550200318, 100113, 221907,  238.6, 25.463,  -9.00,
2550200317, 100113, 221732,  281.3, 25.743,  -9.00,
2550200422, 100213, 014759,    7.9, 23.053,  -9.00,
2550200421, 100213, 014353,   25.4, 23.081,  -9.00,
2550200420, 100213, 014203,   45.7, 23.093,  -9.00,
2550200419, 100213, 013947,   76.5, 23.695,  -9.00,
2550200418, 100213, 013752,  100.1, 24.274,  -9.00,
2550200417, 100213, 013613,  125.0, 24.523,  -9.00,
2550200416, 100213, 013443,  150.3, 24.739,  -9.00,
2550200415, 100213, 013303,  175.2, 24.960,  -9.00,
2550200414, 100213, 013132,  199.9, 25.179,  -9.00,
2550200413, 100213, 013123,  200.5, 25.179,  -9.00,
2550200412, 100213, 012923,  250.2, 25.549,  -9.00,
2550200411, 100213, 012913,  250.4, 25.550,  -9.00,
2550200410, 100213, 012703,  300.0, 25.916,  -9.00,
2550200522, 100213, 041733,    7.0, 23.069,  -9.00,
2550200521, 100213, 041533,   24.9, 23.069,  -9.00,
2550200520, 100213, 041413,   44.9, 23.121,  -9.00,
2550200519, 100213, 041242,   75.0, 23.781,  -9.00,
2550200518, 100213, 041122,  101.6, 24.330,  -9.00,
2550200517, 100213, 040952,  126.2, 24.565,  -9.00,
2550200516, 100213, 040832,  150.2, 24.755,  -9.00,
2550200515, 100213, 040723,  174.5, 24.933,  -9.00,
2550200514, 100213, 040552,  200.6, 25.249,  -9.00,
2550200513, 100213, 040343,  250.6, 25.671,  -9.00,
2550200623, 100213, 070203,    7.5, 23.076,  -9.00,
2550200622, 100213, 070152,    7.5, 23.076,  -9.00,
2550200621, 100213, 070043,   17.5, 23.075,  -9.00,
2550200620, 100213, 065903,   26.2, 23.075,  -9.00,
2550200619, 100213, 065853,   26.2, 23.075,  -9.00,
2550200618, 100213, 065803,   34.6, 23.076,  -9.00,
2550200617, 100213, 065712,   45.4, 23.152,  -9.00,
2550200616, 100213, 065612,   59.8, 23.573,  -9.00,
2550200615, 100213, 065502,   76.7, 23.926,  -9.00,
2550200614, 100213, 065412,   84.7, 24.116,  -9.00,
2550200613, 100213, 065328,   90.0, 24.219,  -9.00,
2550200612, 100213, 065223,  101.5, 24.369,  -9.00,
2550200611, 100213, 065133,  110.7, 24.462,  -9.00,
2550200610, 100213, 065052,  115.9, 24.521,  -9.00,
2550200609, 100213, 065002,  125.9, 24.574,  -9.00,
2550200608, 100213, 064912,  130.4, 24.578,  -9.00,
2550200607, 100213, 064753,  150.5, 24.756,  -9.00,
2550200606, 100213, 064643,  165.6, 24.880,  -9.00,
2550200605, 100213, 064543,  175.4, 24.906,  -9.00,
2550200604, 100213, 064422,  200.3, 25.180,  -9.00,
2550200710, 100213, 101103,    7.4, 23.088,  -9.00,
2550200709, 100213, 100753,   25.0, 23.093,  -9.00,
2550200708, 100213, 100623,   45.1, 23.132,  -9.00,
2550200707, 100213, 100433,   75.4, 23.929,  -9.00,
2550200706, 100213, 100253,   99.3, 24.372,  -9.00,
2550200705, 100213, 100123,  125.7, 24.636,  -9.00,
2550200704, 100213, 100003,  150.1, 24.795,  -9.00,
2550200703, 100213, 095843,  174.3, 24.952,  -9.00,
2550200814, 100213, 125044,    7.8, 23.091,  -9.00,
2550200813, 100213, 125035,    7.9, 23.091,  -9.00,
2550200812, 100213, 124842,   25.8, 23.090,  -9.00,
2550200811, 100213, 124832,   25.7, 23.090,  -9.00,
2550200810, 100213, 124642,   45.2, 23.091,  -9.00,
2550200809, 100213, 124632,   45.2, 23.091,  -9.00,
2550200808, 100213, 124442,   75.7, 23.442,  -9.00,
2550200807, 100213, 124432,   75.7, 23.456,  -9.00,
2550200806, 100213, 124242,   99.8, 24.222,  -9.00,
2550200805, 100213, 124232,   99.9, 24.260,  -9.00,
2550200804, 100213, 124102,  125.2, 24.538,  -9.00,
2550200803, 100213, 124053,  124.9, 24.539,  -9.00,
2550200924, 100213, 155621,    5.6, 23.072,  -9.00,
2550200923, 100213, 155612,    5.6, 23.072,  -9.00,
2550200922, 100213, 155601,    5.7, 23.072,  -9.00,
2550200921, 100213, 155433,   24.8, 23.071,  -9.00,
2550200920, 100213, 155424,   24.8, 23.072,  -9.00,
2550200919, 100213, 155259,   45.7, 23.075,  -9.00,
2550200918, 100213, 155249,   45.7, 23.075,  -9.00,
2550200917, 100213, 155112,   75.1, 23.578,  -9.00,
2550200916, 100213, 155103,   75.1, 23.595,  -9.00,
2550200915, 100213, 154934,  100.9, 24.310,  -9.00,
2550200914, 100213, 154924,  101.0, 24.318,  -9.00,
2550200913, 100213, 154822,  125.8, 24.510,  -9.00,
2550200912, 100213, 154812,  125.8, 24.511,  -9.00,
2550200911, 100213, 154702,  150.8, 24.716,  -9.00,
2550200910, 100213, 154652,  150.4, 24.717,  -9.00,
2550200909, 100213, 154542,  175.8, 24.882,  -9.00,
2550200908, 100213, 154533,  175.6, 24.883,  -9.00,
2550201018, 100213, 190242,    7.4, 23.071,  -9.00,
2550201017, 100213, 190233,    7.3, 23.071,  -9.00,
2550201016, 100213, 190044,   25.3, 23.074,  -9.00,
2550201015, 100213, 190032,   25.0, 23.074,  -9.00,
2550201014, 100213, 185925,   46.3, 23.269,  -9.00,
2550201013, 100213, 185915,   46.3, 23.268,  -9.00,
2550201012, 100213, 185754,   75.4, 24.006,  -9.00,
2550201011, 100213, 185744,   75.4, 24.007,  -9.00,
2550201010, 100213, 185624,  100.2, 24.380,  -9.00,
2550201009, 100213, 185613,  100.2, 24.384,  -9.00,
2550201008, 100213, 185458,  125.2, 24.575,  -9.00,
2550201007, 100213, 185449,  125.2, 24.574,  -9.00,
2550201006, 100213, 185323,  150.1, 24.741,  -9.00,
2550201005, 100213, 185310,  150.1, 24.759,  -9.00,
2550201004, 100213, 185143,  176.1, 24.918,  -9.00,
2550201003, 100213, 185132,  176.0, 24.921,  -9.00,
2550201124, 100213, 222803,    7.6, 23.056,  -9.00,
2550201123, 100213, 222659,   15.5, 23.063,  -9.00,
2550201122, 100213, 222505,   26.2, 23.089,  -9.00,
2550201121, 100213, 222346,   35.5, 23.113,  -9.00,
2550201120, 100213, 222243,   46.1, 23.180,  -9.00,
2550201119, 100213, 222118,   56.1, 23.478,  -9.00,
2550201118, 100213, 221943,   65.9, 23.765,  -9.00,
2550201117, 100213, 221838,   75.4, 24.000,  -9.00,
2550201116, 100213, 221743,   81.6, 24.074,  -9.00,
2550201115, 100213, 221638,   86.0, 24.088,  -9.00,
2550201114, 100213, 221540,   90.7, 24.171,  -9.00,
2550201113, 100213, 221438,   95.9, 24.226,  -9.00,
2550201112, 100213, 221333,  101.2, 24.311,  -9.00,
2550201111, 100213, 221243,  105.4, 24.361,  -9.00,
2550201110, 100213, 221144,  110.4, 24.402,  -9.00,
2550201109, 100213, 221048,  115.7, 24.412,  -9.00,
2550201108, 100213, 220944,  120.3, 24.423,  -9.00,
2550201107, 100213, 220845,  125.2, 24.486,  -9.00,
2550201106, 100213, 220733,  130.3, 24.589,  -9.00,
2550201105, 100213, 220616,  150.7, 24.726,  -9.00,
2550201104, 100213, 220502,  175.2, 24.902,  -9.00,
2550201103, 100213, 220333,  200.5, 25.021,  -9.00,
2550201223, 100313, 011035,    7.7, 23.086,  -9.00,
2550201222, 100313, 010754,   25.2, 23.089,  -9.00,
2550201221, 100313, 010614,   45.0, 23.092,  -9.00,
2550201220, 100313, 010424,   75.5, 23.605,  -9.00,
2550201219, 100313, 010254,  100.0, 24.218,  -9.00,
2550201218, 100313, 010124,  124.9, 24.414,  -9.00,
2550201217, 100313, 010004,  150.8, 24.753,  -9.00,
2550201216, 100313, 005814,  199.9, 25.174,  -9.00,
2550201215, 100313, 005804,  200.2, 25.177,  -9.00,
2550201214, 100313, 005614,  250.3, 25.597,  -9.00,
2550201324, 100313, 041013,    8.5, 23.059,  -9.00,
2550201323, 100313, 040724,   26.0, 23.064,  -9.00,
2550201322, 100313, 040543,   46.2, 23.133,  -9.00,
2550201321, 100313, 040454,   50.4, 23.307,  -9.00,
2550201320, 100313, 040343,   59.9, 23.503,  -9.00,
2550201319, 100313, 040233,   70.6, 23.778,  -9.00,
2550201318, 100313, 040135,   75.1, 23.951,  -9.00,
2550201317, 100313, 040043,   80.1, 24.100,  -9.00,
2550201316, 100313, 035953,   85.1, 24.138,  -9.00,
2550201315, 100313, 035903,   89.9, 24.183,  -9.00,
2550201314, 100313, 035803,   96.4, 24.223,  -9.00,
2550201313, 100313, 035713,  101.4, 24.272,  -9.00,
2550201312, 100313, 035623,  106.2, 24.335,  -9.00,
2550201311, 100313, 035524,  110.8, 24.368,  -9.00,
2550201310, 100313, 035433,  114.8, 24.401,  -9.00,
2550201309, 100313, 035333,  119.6, 24.457,  -9.00,
2550201308, 100313, 035243,  125.2, 24.528,  -9.00,
2550201307, 100313, 035154,  130.7, 24.587,  -9.00,
2550201306, 100313, 035053,  140.4, 24.658,  -9.00,
2550201305, 100313, 034953,  150.9, 24.735,  -9.00,
2550201304, 100313, 034854,  160.8, 24.799,  -9.00,
2550201303, 100313, 034744,  176.4, 24.886,  -9.00,
2550201422, 100313, 065715,    7.3, 23.078,  -9.00,
2550201421, 100313, 065704,    6.9, 23.078,  -9.00,
2550201420, 100313, 065524,   25.1, 23.079,  -9.00,
2550201419, 100313, 065514,   25.2, 23.079,  -9.00,
2550201418, 100313, 065354,   45.8, 23.164,  -9.00,
2550201417, 100313, 065344,   45.8, 23.164,  -9.00,
2550201416, 100313, 065235,   60.3, 23.694,  -9.00,
2550201415, 100313, 065125,   75.4, 23.932,  -9.00,
2550201414, 100313, 065114,   75.3, 23.932,  -9.00,
2550201413, 100313, 065011,   85.6, 24.160,  -9.00,
2550201412, 100313, 064904,   99.9, 24.265,  -9.00,
2550201411, 100313, 064853,   99.9, 24.270,  -9.00,
2550201410, 100313, 064744,  116.2, 24.439,  -9.00,
2550201409, 100313, 064644,  126.2, 24.556,  -9.00,
2550201408, 100313, 064635,  125.9, 24.556,  -9.00,
2550201407, 100313, 064534,  135.4, 24.632,  -9.00,
2550201406, 100313, 064424,  150.2, 24.758,  -9.00,
2550201405, 100313, 064414,  150.2, 24.765,  -9.00,
2550201404, 100313, 064254,  174.4, 24.869,  -9.00,
2550201403, 100313, 064244,  174.4, 24.874,  -9.00,
2550201516, 100313, 123235,   11.8, 23.134,  -9.00,
2550201515, 100313, 122755,   80.8, 23.763,  -9.00,
2550201514, 100313, 122334,  249.9, 25.590,  -9.00,
2550201513, 100313, 122324,  249.9, 25.593,  -9.00,
2560200122, 102713, 125456,    7.8, 23.043,  -9.00,
2560200121, 102713, 125446,    7.7, 23.043,  -9.00,
2560200120, 102713, 125435,    7.7, 23.043,  -9.00,
2560200119, 102713, 125236,   25.3, 23.055,  -9.00,
2560200118, 102713, 125225,   25.3, 23.055,  -9.00,
2560200117, 102713, 125215,   25.4, 23.055,  -9.00,
2560200116, 102713, 125036,   45.5, 23.058,  -9.00,
2560200115, 102713, 125026,   45.7, 23.058,  -9.00,
2560200114, 102713, 125015,   45.7, 23.058,  -9.00,
2560200113, 102713, 124816,   75.4, 23.587,  -9.00,
2560200112, 102713, 124806,   75.4, 23.586,  -9.00,
2560200111, 102713, 124756,   75.5, 23.588,  -9.00,
2560200110, 102713, 124607,   99.9, 24.222,  -9.00,
2560200109, 102713, 124556,  100.2, 24.231,  -9.00,
2560200108, 102713, 124545,  100.2, 24.231,  -9.00,
2560200107, 102713, 124416,  124.7, 24.494,  -9.00,
2560200106, 102713, 124406,  125.0, 24.497,  -9.00,
2560200105, 102713, 124355,  124.8, 24.497,  -9.00,
2560200104, 102713, 124236,  151.0, 24.648,  -9.00,
2560200103, 102713, 124106,  175.6, 24.837,  -9.00,
2560200224, 102713, 185837,    7.2, 23.039,  -9.00,
2560200324, 102713, 225336,    8.0, 23.029,  -9.00,
2560200323, 102713, 225036,   44.5, 23.060,  -9.00,
2560200322, 102713, 224822,   82.7, 23.945,  -9.00,
2560200321, 102713, 224617,  110.9, 24.444,  -9.00,
2560200320, 102713, 224406,  164.2, 24.751,  -9.00,
2560200319, 102713, 224226,  218.8, 25.010,  -9.00,
2560200318, 102713, 224022,  273.7, 25.493,  -9.00,
2560200422, 102813, 013946,    7.7, 23.020,  -9.00,
2560200421, 102813, 013656,   25.3, 23.042,  -9.00,
2560200420, 102813, 013515,   45.4, 23.061,  -9.00,
2560200419, 102813, 013315,   75.1, 23.921,  -9.00,
2560200418, 102813, 013135,  100.0, 24.356,  -9.00,
2560200417, 102813, 013015,  124.9, 24.555,  -9.00,
2560200416, 102813, 012855,  150.7, 24.734,  -9.00,
2560200415, 102813, 012725,  175.1, 24.849,  -9.00,
2560200414, 102813, 012555,  200.3, 25.002,  -9.00,
2560200413, 102813, 012545,  200.4, 25.005,  -9.00,
2560200412, 102813, 012335,  250.8, 25.460,  -9.00,
2560200411, 102813, 012325,  251.0, 25.460,  -9.00,
2560200410, 102813, 012135,  299.9, 25.767,  -9.00,
2560200522, 102813, 040526,    7.0, 23.021,  -9.00,
2560200521, 102813, 040336,   25.7, 23.040,  -9.00,
2560200520, 102813, 040206,   45.2, 23.051,  -9.00,
2560200519, 102813, 040026,   75.8, 23.868,  -9.00,
2560200518, 102813, 035846,  100.0, 24.238,  -9.00,
2560200517, 102813, 035706,  125.5, 24.545,  -9.00,
2560200516, 102813, 035516,  150.2, 24.696,  -9.00,
2560200515, 102813, 035346,  175.2, 24.821,  -9.00,
2560200514, 102813, 035206,  200.1, 24.886,  -9.00,
2560200513, 102813, 035006,  250.5, 25.295,  -9.00,
2560200623, 102813, 070956,    6.5, 23.015,  -9.00,
2560200622, 102813, 070946,    6.5, 23.015,  -9.00,
2560200621, 102813, 070826,   16.2, 23.035,  -9.00,
2560200620, 102813, 070706,   25.4, 23.040,  -9.00,
2560200619, 102813, 070656,   25.4, 23.040,  -9.00,
2560200618, 102813, 070546,   35.5, 23.046,  -9.00,
2560200617, 102813, 070445,   45.0, 23.049,  -9.00,
2560200616, 102813, 070336,   60.9, 23.427,  -9.00,
2560200615, 102813, 070236,   75.0, 23.737,  -9.00,
2560200614, 102813, 070135,   85.6, 24.026,  -9.00,
2560200613, 102813, 070046,   90.6, 24.081,  -9.00,
2560200612, 102813, 065945,  100.2, 24.221,  -9.00,
2560200611, 102813, 065846,  109.8, 24.295,  -9.00,
2560200610, 102813, 065755,  114.8, 24.309,  -9.00,
2560200609, 102813, 065646,  126.0, 24.441,  -9.00,
2560200608, 102813, 065556,  130.2, 24.505,  -9.00,
2560200607, 102813, 065446,  150.2, 24.678,  -9.00,
2560200606, 102813, 065336,  166.0, 24.738,  -9.00,
2560200605, 102813, 065236,  175.8, 24.799,  -9.00,
2560200604, 102813, 065116,  199.9, 24.878,  -9.00,
2560200710, 102813, 101457,    7.8, 23.017,  -9.00,
2560200709, 102813, 101307,   25.8, 23.045,  -9.00,
2560200708, 102813, 101146,   45.2, 23.057,  -9.00,
2560200707, 102813, 101006,   75.0, 23.544,  -9.00,
2560200706, 102813, 100826,  100.2, 24.109,  -9.00,
2560200705, 102813, 100656,  125.6, 24.439,  -9.00,
2560200704, 102813, 100536,  150.9, 24.644,  -9.00,
2560200703, 102813, 100426,  175.3, 24.768,  -9.00,
2560200814, 102813, 125846,    8.2, 23.020,  -9.00,
2560200813, 102813, 125835,    7.9, 23.018,  -9.00,
2560200812, 102813, 125628,   24.8, 23.041,  -9.00,
2560200811, 102813, 125618,   25.1, 23.041,  -9.00,
2560200810, 102813, 125430,   46.2, 23.049,  -9.00,
2560200809, 102813, 125418,   46.2, 23.049,  -9.00,
2560200808, 102813, 125230,   74.2, 23.759,  -9.00,
2560200807, 102813, 125215,   74.4, 23.769,  -9.00,
2560200806, 102813, 125028,   99.9, 24.283,  -9.00,
2560200805, 102813, 125018,   99.9, 24.283,  -9.00,
2560200804, 102813, 124836,  125.9, 24.494,  -9.00,
2560200803, 102813, 124826,  126.2, 24.496,  -9.00,
2560200918, 102813, 155830,    7.6, 23.014,  -9.00,
2560200917, 102813, 154945,  299.9, 25.806,  -9.00,
2560200916, 102813, 154936,  299.6, 25.805,  -9.00,
2560200915, 102813, 154928,  299.8, 25.803,  -9.00,
2560200914, 102813, 154918,  299.6, 25.801,  -9.00,
2560200913, 102813, 154907,  299.0, 25.802,  -9.00,
2560201020, 102813, 191157,    8.4, 23.036,  -9.00,
2560201019, 102813, 191148,    7.6, 23.036,  -9.00,
2560201018, 102813, 191020,   26.7, 23.051,  -9.00,
2560201017, 102813, 191009,   26.9, 23.051,  -9.00,
2560201016, 102813, 190819,   46.1, 23.059,  -9.00,
2560201015, 102813, 190808,   45.8, 23.060,  -9.00,
2560201014, 102813, 190638,   75.0, 23.693,  -9.00,
2560201013, 102813, 190628,   74.9, 23.695,  -9.00,
2560201012, 102813, 190501,  100.8, 24.243,  -9.00,
2560201011, 102813, 190452,  100.2, 24.245,  -9.00,
2560201010, 102813, 190333,  126.1, 24.474,  -9.00,
2560201009, 102813, 190323,  126.6, 24.478,  -9.00,
2560201008, 102813, 190159,  150.7, 24.620,  -9.00,
2560201007, 102813, 190149,  150.4, 24.620,  -9.00,
2560201006, 102813, 190001,  176.5, 24.782,  -9.00,
2560201005, 102813, 185950,  176.3, 24.782,  -9.00,
2560201118, 102813, 220734,    8.5, 23.024,  -9.00,
2560201117, 102813, 220723,    8.3, 23.024,  -9.00,
2560201116, 102813, 220518,   25.2, 23.053,  -9.00,
2560201115, 102813, 220509,   24.7, 23.053,  -9.00,
2560201114, 102813, 220328,   46.7, 23.129,  -9.00,
2560201113, 102813, 220319,   46.2, 23.131,  -9.00,
2560201112, 102813, 220058,   75.6, 23.966,  -9.00,
2560201111, 102813, 220047,   76.4, 23.971,  -9.00,
2560201110, 102813, 215846,  100.7, 24.358,  -9.00,
2560201109, 102813, 215834,  100.7, 24.358,  -9.00,
2560201108, 102813, 215705,  124.7, 24.581,  -9.00,
2560201107, 102813, 215653,  124.7, 24.584,  -9.00,
2560201106, 102813, 215528,  150.7, 24.725,  -9.00,
2560201105, 102813, 215518,  151.1, 24.725,  -9.00,
2560201104, 102813, 215357,  174.9, 24.830,  -9.00,
2560201103, 102813, 215348,  174.8, 24.830,  -9.00,
2560201223, 102913, 011657,    8.3, 23.031,  -9.00,
2560201222, 102913, 011457,   24.3, 23.047,  -9.00,
2560201221, 102913, 011317,   44.8, 23.092,  -9.00,
2560201220, 102913, 011117,   75.2, 23.888,  -9.00,
2560201219, 102913, 010917,  100.4, 24.330,  -9.00,
2560201218, 102913, 010747,  123.5, 24.541,  -9.00,
2560201217, 102913, 010607,  149.5, 24.689,  -9.00,
2560201216, 102913, 010358,  200.8, 24.919,  -9.00,
2560201215, 102913, 010347,  201.1, 24.921,  -9.00,
2560201214, 102913, 010147,  250.6, 25.291,  -9.00,
2560201213, 102913, 005947,  298.6, 25.623,  -9.00,
2560201212, 102913, 005937,  298.5, 25.632,  -9.00,
2560201320, 102913, 040427,    6.4, 23.017,  -9.00,
2560201319, 102913, 040417,    7.0, 23.007,  -9.00,
2560201318, 102913, 040407,    8.5, 23.006,  -9.00,
2560201317, 102913, 040358,    7.9, 23.005,  -9.00,
2560201316, 102913, 040347,    7.0, 23.004,  -9.00,
2560201315, 102913, 040337,    7.9, 23.010,  -9.00,
2560201314, 102913, 040327,    8.0, 23.026,  -9.00,
2560201313, 102913, 040317,    7.3, 23.028,  -9.00,
2560201312, 102913, 040117,   24.6, 23.056,  -9.00,
2560201311, 102913, 035927,   46.1, 23.089,  -9.00,
2560201310, 102913, 035718,   75.0, 23.529,  -9.00,
