botid, date, time, press, theta, 
#, mmddyy, hhmmss, dbar, ITS-90, 
0470200714, 052093, 200726,   48.0, 23.8100,
0470200713, 052093, 200443,   78.7, 23.4868,
0470200712, 052093, 200332,   77.8, 23.5149,
0470200711, 052093, 200138,  100.5, 22.6132,
0470200710, 052093, 195946,  119.9, 22.3536,
0470200709, 052093, 195804,  138.9, 22.1789,
0470200708, 052093, 195633,  148.5, 21.9384,
0470200707, 052093, 195449,  174.5, 21.2769,
0470200817, 052093, 232354,    7.5, 23.9142,
0470200924, 052193, 020723,    6.5, 24.0500,
0470200923, 052193, 020700,    6.6, 24.0397,
0470200922, 052193, 020536,   14.8, 23.8637,
0470200921, 052193, 020414,   24.5, 23.8475,
0470200920, 052193, 020352,   24.5, 23.8478,
0470200919, 052193, 020232,   34.9, 23.8371,
0470200918, 052193, 020124,   45.0, 23.8279,
0470200917, 052193, 015956,   55.1, 23.8223,
0470200916, 052193, 015822,   74.7, 23.6010,
0470200915, 052193, 015715,   85.0, 23.0208,
0470200914, 052193, 015611,   95.3, 22.6887,
0470200913, 052193, 015432,  106.3, 22.5022,
0470200912, 052193, 015321,  116.4, 22.3897,
0470200911, 052193, 015212,  124.5, 22.2956,
0470200910, 052193, 015057,  134.8, 22.0808,
0470200909, 052193, 014941,  150.1, 21.5267,
0470200908, 052193, 014809,  160.6, 21.2296,
0470200907, 052193, 014625,  176.4, 20.7721,
0470200906, 052193, 014501,  186.1, 20.2569,
0470201014, 052193, 051629,   15.2, 23.9288,
0470201013, 052193, 051615,   15.4, 23.9108,
0470201012, 052193, 051600,   15.4, 23.8978,
0470201011, 052193, 051538,   15.3, 23.8925,
0470201010, 052193, 051422,   36.6, 23.8223,
0470201009, 052193, 051407,   36.6, 23.8220,
0470201008, 052193, 051349,   36.6, 23.8214,
0470201007, 052193, 051332,   36.6, 23.8217,
0470201006, 052193, 051003,  167.9, 21.2448,
0470201005, 052193, 050945,  167.2, 21.2670,
0470201004, 052193, 050918,  165.7, 21.3822,
0470201003, 052193, 050858,  164.5, 21.4210,
0470201112, 052193, 080322,    9.6, 23.8912,
0470201111, 052193, 080303,    9.5, 23.8923,
0470201110, 052193, 080248,    9.6, 23.8934,
0470201109, 052193, 080233,    9.6, 23.8956,
0470201108, 052193, 080117,   22.7, 23.8605,
0470201107, 052193, 080103,   22.7, 23.8691,
0470201106, 052193, 080045,   22.8, 23.8680,
0470201105, 052193, 080029,   22.8, 23.8701,
0470201219, 052193, 110342,    5.0, 23.8597,
0470201218, 052193, 110231,   20.1, 23.8581,
0470201217, 052193, 110136,   25.1, 23.8486,
0470201216, 052193, 110020,   46.0, 23.7902,
0470201215, 052193, 105843,   73.6, 23.5859,
0470201214, 052193, 105706,   98.8, 22.4192,
0470201213, 052193, 105602,  108.8, 22.3387,
0470201212, 052193, 105458,  123.9, 22.1262,
0470201211, 052193, 105325,  148.7, 21.2873,
0470201210, 052193, 105203,  174.4, 20.3589,
0470201209, 052193, 105037,  198.7, 19.0348,
0470201311, 052193, 135947,    6.9, 23.8316,
0470201310, 052193, 135804,   25.1, 23.8287,
0470201309, 052193, 135614,   47.1, 23.7854,
0470201308, 052193, 135352,   98.5, 22.4012,
0470201307, 052193, 135113,  149.5, 21.7156,
0470201418, 052193, 190604,    7.4, 23.8443,
0470201417, 052193, 190404,   19.3, 23.8195,
0470201416, 052193, 190307,   19.3, 23.8207,
0470201415, 052193, 190047,   48.1, 23.8139,
0470201414, 052193, 185933,   48.1, 23.8106,
0470201413, 052193, 185710,   73.7, 23.1161,
0470201412, 052193, 185516,   99.3, 22.3842,
0470201411, 052193, 185317,  123.6, 22.0040,
0470201410, 052193, 185131,  149.5, 21.7355,
0470201409, 052193, 185043,  149.4, 21.7309,
0470201408, 052193, 184847,  175.2, 21.2858,
0470201407, 052193, 184715,  189.3, 20.6145,
0470201623, 052193, 224002,    6.0, 23.8996,
0470201622, 052193, 223808,   15.3, 23.8470,
0470201621, 052193, 223632,   26.2, 23.8329,
0470201620, 052193, 223450,   36.2, 23.8239,
0470201619, 052193, 223320,   46.5, 23.8194,
0470201618, 052193, 223142,   61.9, 23.8015,
0470201617, 052193, 223053,   61.8, 23.8027,
0470201616, 052193, 222918,   76.6, 23.7459,
0470201615, 052193, 222749,   88.6, 23.2132,
0470201614, 052193, 222534,   98.9, 22.8485,
0470201613, 052193, 222353,  110.0, 22.5041,
0470201612, 052193, 222302,  109.8, 22.5006,
0470201611, 052193, 222123,  124.9, 22.1183,
0470201610, 052193, 221940,  135.0, 21.9448,
0470201609, 052193, 221816,  140.1, 21.8290,
0470201608, 052193, 221732,  140.2, 21.8090,
0470201607, 052193, 221602,  145.5, 21.6835,
0470201606, 052193, 221418,  161.0, 21.2057,
0470201605, 052193, 221226,  186.1, 19.9223,
0470201717, 052293, 045726,    4.6, 24.0747,
0470201716, 052293, 045624,   14.6, 23.8815,
0470201715, 052293, 045522,   24.7, 23.8647,
0470201714, 052293, 045408,   35.1, 23.8185,
0470201713, 052293, 045314,   45.3, 23.8102,
0470201712, 052293, 045202,   75.5, 23.0792,
0470201711, 052293, 045026,   85.0, 22.7487,
0470201710, 052293, 044911,   98.9, 22.5740,
0470201709, 052293, 044752,  124.2, 22.2864,
0470201708, 052293, 044650,  129.2, 22.2319,
0470201707, 052293, 044549,  134.9, 22.1493,
0470201706, 052293, 044450,  139.7, 22.0731,
0470201705, 052293, 044346,  149.9, 21.9518,
0470201704, 052293, 044217,  175.4, 21.4895,
0470201703, 052293, 044013,  197.4, 21.0116,
0490200124, 091393, 152012,   12.0, 26.4833,
0490200123, 091393, 151656,   46.7, 26.0055,
0490200224, -00009, -00009,   40.8, 26.0719,
0490200223, -00009, -00009,   74.2, 23.9776,
0490200222, -00009, -00009,   99.5, 21.4128,
0490200221, -00009, -00009,  140.2, 19.2537,
0490200423, 091393, 224053,    6.9, 26.5179,
0490200422, 091393, 224029,    7.0, 26.5244,
0490200421, 091393, 223826,   25.5, 26.4398,
0490200420, 091393, 223810,   25.2, 26.4417,
0490200419, 091393, 223611,   47.0, 25.8482,
0490200418, 091393, 223349,   76.8, 22.8130,
0490200417, 091393, 223136,   98.7, 21.5917,
0490200416, 091393, 223114,   98.8, 21.5551,
0490200415, 091393, 222903,  103.8, 21.1867,
0490200414, 091393, 222630,  121.1, 20.1514,
0490200413, 091393, 222501,  122.5, 20.0269,
0490200412, 091393, 222336,  130.7, 19.6852,
0490200411, 091393, 222156,  136.9, 19.4627,
0490200410, 091393, 221935,  149.5, 19.0439,
0490200409, 091393, 221919,  149.4, 19.0462,
0490200408, 091393, 221641,  177.3, 17.5110,
0490200407, 091393, 221627,  177.4, 17.5110,
0490200524, 091493, 011816,    6.8, 26.5392,
0490200523, 091493, 011802,    6.9, 26.5451,
0490200522, 091493, 011743,    6.9, 26.5491,
0490200521, 091493, 011504,   26.6, 26.4489,
0490200520, 091493, 011444,   26.7, 26.4494,
0490200519, 091493, 011230,   48.3, 25.8379,
0490200518, 091493, 010954,   76.8, 23.1497,
0490200517, 091493, 010714,  102.1, 21.2706,
0490200516, 091493, 010655,  102.0, 21.2539,
0490200515, 091493, 010519,  106.6, 21.0222,
0490200514, 091493, 010314,  122.0, 20.2927,
0490200513, 091493, 010158,  125.0, 20.0578,
0490200512, 091493, 010029,  129.7, 19.8389,
0490200511, 091493, 005846,  134.6, 19.7474,
0490200510, 091493, 005659,  148.4, 19.2099,
0490200509, 091493, 005640,  148.6, 19.2110,
0490200508, 091493, 005440,  175.2, 17.8441,
0490200507, 091493, 005414,  175.4, 17.8450,
0490200624, 091493, 035718,    6.0, 26.4980,
0490200623, 091493, 035434,   55.4, 25.2765,
0490200622, 091493, 035320,   75.5, 23.3785,
0490200621, 091493, 035141,  120.3, 20.1855,
0490200620, 091493, 035029,  125.9, 19.9864,
0490200619, 091493, 034921,  129.9, 19.8624,
0490200618, 091493, 034811,  150.1, 19.0760,
0490200724, 091493, 063913,    5.6, 26.4496,
0490200723, 091493, 063900,    5.4, 26.4509,
0490200722, 091493, 063652,   15.6, 26.4582,
0490200721, 091493, 063459,   25.6, 26.4566,
0490200720, 091493, 063257,   36.7, 26.4542,
0490200719, 091493, 063103,   46.6, 25.9013,
0490200718, 091493, 062911,   55.2, 25.1989,
0490200717, 091493, 062724,   61.4, 24.7904,
0490200716, 091493, 062523,   76.2, 22.9694,
0490200715, 091493, 062336,   86.5, 22.0372,
0490200714, 091493, 062137,   96.4, 21.2357,
0490200713, 091493, 061950,  105.9, 20.5080,
0490200712, 091493, 061805,  116.2, 20.2265,
0490200711, 091493, 061624,  121.1, 20.0929,
0490200710, 091493, 061437,  125.6, 19.8726,
0490200709, 091493, 061254,  130.6, 19.7313,
0490200708, 091493, 061111,  136.3, 19.4170,
0490200707, 091493, 060857,  154.2, 18.4070,
0490200706, 091493, 060655,  158.0, 18.1280,
0490200705, 091493, 060454,  177.7, 17.4137,
0490200704, 091493, 060253,  189.7, 16.9785,
0490200816, 091493, 094342,    6.5, 26.4666,
0490200815, 091493, 094323,    6.7, 26.4664,
0490200814, 091493, 094213,   26.9, 26.4648,
0490200813, 091493, 094050,   46.5, 25.5269,
0490200812, 091493, 093947,   56.4, 24.0882,
0490200811, 091493, 093838,   76.5, 22.5696,
0490200810, 091493, 093700,  103.9, 20.5581,
0490200809, 091493, 093531,  119.3, 19.7724,
0490200808, 091493, 093432,  124.8, 19.4790,
0490200807, 091493, 093340,  131.5, 19.2154,
0490200806, 091493, 093238,  136.4, 18.9459,
0490200805, 091493, 093124,  154.8, 18.1395,
0490200804, 091493, 093004,  176.2, 17.1923,
0490200803, 091493, 092833,  196.3, 16.3106,
0490200916, 091493, 134433,    7.9, 26.4291,
0490200915, 091493, 134416,    7.9, 26.4298,
0490200914, 091493, 134209,   25.6, 26.4234,
0490200913, 091493, 133952,   47.7, 25.6087,
0490200912, 091493, 133815,   55.9, 24.5670,
0490200911, 091493, 133551,   76.9, 22.2938,
0490200910, 091493, 133316,  106.3, 20.4137,
0490200909, 091493, 133114,  120.2, 19.5965,
0490200908, 091493, 132949,  126.7, 19.2551,
0490200907, 091493, 132759,  131.9, 19.0346,
0490200906, 091493, 132608,  137.0, 18.9502,
0490200905, 091493, 132409,  150.9, 18.5779,
0490200904, 091493, 132140,  176.1, 17.4737,
0490201024, 091493, 170121,    5.4, 26.4222,
0490201023, 091493, 165905,   37.6, 26.2388,
0490201022, 091493, 165607,   75.6, 23.6079,
0490201021, 091493, 165401,  108.0, 21.1285,
0490201020, 091493, 165130,  120.3, 19.9573,
0490201019, 091493, 165115,  120.2, 19.9554,
0490201018, 091493, 165100,  120.0, 19.9501,
0490201017, 091493, 165045,  120.0, 19.9474,
0490201016, 091493, 164859,  126.0, 19.6273,
0490201015, 091493, 164653,  130.1, 19.3700,
0490201014, 091493, 164506,  135.3, 19.0413,
0490201013, 091493, 164314,  140.4, 18.7155,
0490201012, 091493, 164257,  140.5, 18.7136,
0490201011, 091493, 164241,  140.4, 18.7111,
0490201010, 091493, 164225,  140.6, 18.7078,
0490201009, 091493, 164016,  152.6, 18.1085,
0490201008, 091493, 163519,  162.5, 17.8463,
0490201007, 091493, 163503,  162.6, 17.8446,
0490201006, 091493, 163447,  162.3, 17.8440,
0490201005, 091493, 163431,  162.4, 17.8424,
0490201004, 091493, 163207,  177.6, 17.3041,
0490201122, 091493, 193954,    6.0, 26.4303,
0490201121, 091493, 193757,   25.6, 26.4206,
0490201120, 091493, 193603,   46.0, 26.3286,
0490201119, 091493, 193436,   48.8, 26.2462,
0490201118, 091493, 193242,   76.6, 23.6229,
0490201117, 091493, 193054,  101.5, 21.2503,
0490201116, 091493, 192933,  106.1, 21.1023,
0490201115, 091493, 192758,  113.0, 20.5379,
0490201114, 091493, 192732,  112.9, 20.5407,
0490201113, 091493, 192709,  112.8, 20.5463,
0490201112, 091493, 192639,  112.3, 20.5630,
0490201111, 091493, 192447,  122.7, 19.6968,
0490201110, 091493, 192308,  130.3, 19.1460,
0490201109, 091493, 192143,  135.9, 18.9368,
0490201108, 091493, 191958,  152.8, 17.9178,
0490201107, 091493, 191802,  176.3, 16.8204,
0490201106, 091493, 191607,  198.9, 15.8427,
0490201223, 091493, 220639,    6.6, 26.5234,
0490201222, 091493, 220513,   11.6, 26.4546,
0490201221, 091493, 220451,   11.5, 26.4529,
0490201220, 091493, 220428,   11.6, 26.4617,
0490201219, 091493, 220405,   11.6, 26.4628,
0490201218, 091493, 220221,   26.6, 26.4311,
0490201217, 091493, 220019,   46.6, 26.1964,
0490201216, 091493, 215844,   53.3, 25.6235,
0490201215, 091493, 215659,   65.3, 23.7777,
0490201214, 091493, 215634,   65.1, 23.8041,
0490201213, 091493, 215605,   65.6, 23.7904,
0490201212, 091493, 215543,   65.7, 23.7811,
0490201211, 091493, 215405,   74.9, 22.7822,
0490201210, 091493, 215204,  105.0, 21.1597,
0490201209, 091493, 215016,  121.6, 20.1025,
0490201208, 091493, 214906,  126.2, 19.8011,
0490201207, 091493, 214750,  131.1, 19.5811,
0490201206, 091493, 214638,  137.2, 19.0576,
0490201205, 091493, 214451,  161.8, 17.7991,
0490201204, 091493, 214252,  176.6, 17.0763,
0490201322, 091593, 014514,    6.3, 26.6087,
0490201321, 091593, 014402,   15.1, 26.4912,
0490201320, 091593, 014347,   15.2, 26.5012,
0490201319, 091593, 014332,   15.1, 26.4832,
0490201318, 091593, 014312,   15.0, 26.4717,
0490201317, 091593, 014148,   26.2, 26.4489,
0490201316, 091593, 014019,   36.5, 26.3716,
0490201315, 091593, 013956,   36.4, 26.3691,
0490201314, 091593, 013938,   36.4, 26.3633,
0490201313, 091593, 013921,   36.6, 26.3620,
0490201312, 091593, 013745,   47.4, 26.1416,
0490201311, 091593, 013453,   74.4, 22.8300,
0490201310, 091593, 013243,   88.6, 21.5478,
0490201309, 091593, 013222,   89.0, 21.5279,
0490201308, 091593, 013205,   88.9, 21.5142,
0490201307, 091593, 013147,   89.2, 21.5021,
0490201306, 091593, 013003,   99.8, 21.1431,
0490201305, 091593, 012737,  125.3, 20.0052,
0490201304, 091593, 012516,  149.6, 18.8637,
0490201303, 091593, 012303,  176.0, 18.1167,
0490201423, 091593, 041149,   15.7, 26.5346,
0490201422, 091593, 040942,   25.8, 26.5173,
0490201421, 091593, 040754,   35.8, 26.4290,
0490201420, 091593, 040559,   45.8, 26.2725,
0490201419, 091593, 040402,   50.7, 26.2440,
0490201418, 091593, 040222,   50.7, 26.2435,
0490201417, 091593, 040210,   50.8, 26.2449,
0490201416, 091593, 040154,   50.7, 26.2432,
0490201415, 091593, 040136,   60.8, 25.7159,
0490201414, 091593, 040002,   75.6, 23.8536,
0490201413, 091593, 035824,  105.9, 21.1879,
0490201412, 091593, 035623,  127.0, 20.2369,
0490201411, 091593, 035425,  135.9, 19.8013,
0490201410, 091593, 035254,  151.2, 19.1975,
0490201409, 091593, 035143,  176.1, 18.2302,
0490201408, 091593, 035024,  180.7, 18.1698,
0490201407, 091593, 034928,  180.8, 18.1700,
0490201406, 091593, 034915,  180.6, 18.1652,
0490201405, 091593, 034854,  180.9, 18.1594,
0490201508, 091593, 063136,    6.1, 26.3864,
0490201507, 091593, 062939,   21.2, 26.3898,
0490201506, 091593, 062927,   21.2, 26.3895,
0490201505, 091593, 062905,   21.2, 26.3921,
0490201504, 091593, 062847,   21.3, 26.3955,
0490201503, 091593, 062617,   53.7, 25.6853,
0490201604, 091593, 081604,    6.2, 26.3756,
0490201603, 091593, 081307,   54.1, 24.9446,
0490201724, 091593, 100638,    5.2, 26.3647,
0490201723, 091593, 100623,    5.2, 26.3631,
0490201722, 091593, 100611,    5.3, 26.3574,
0490201721, 091593, 100432,   25.1, 26.3589,
0490201720, 091593, 100413,   25.3, 26.3641,
0490201719, 091593, 100239,   46.2, 25.6707,
0490201718, 091593, 100221,   46.1, 25.6679,
0490201717, 091593, 100114,   49.2, 25.4527,
0490201716, 091593, 095929,   76.0, 22.5803,
0490201715, 091593, 095910,   75.9, 22.5885,
0490201714, 091593, 095653,  100.7, 20.6260,
0490201713, 091593, 095515,  115.9, 19.7995,
0490201712, 091593, 095338,  120.7, 19.6832,
0490201711, 091593, 095228,  125.9, 19.3204,
0490201710, 091593, 095104,  130.1, 18.9901,
0490201709, 091593, 094929,  139.9, 18.5829,
0490201708, 091593, 094803,  149.8, 18.2446,
0490201707, 091593, 094744,  150.1, 18.2440,
0490201706, 091593, 094559,  175.6, 16.7810,
0490201705, 091593, 094534,  175.4, 16.7826,
0490201824, 091593, 163603,    5.7, 26.3474,
0490201823, 091593, 162624,   49.8, 25.9518,
0490201917, 091593, 195606,    5.7, 26.4094,
0490201916, 091593, 195358,   25.7, 26.3762,
0490201915, 091593, 195157,   40.9, 26.3419,
0490201914, 091593, 195022,   45.7, 26.2404,
0490201913, 091593, 194958,   45.7, 26.2387,
0490201912, 091593, 194729,   73.7, 22.9693,
0490201911, 091593, 194524,  102.8, 20.7394,
0490201910, 091593, 194457,  102.7, 20.7279,
0490201909, 091593, 194304,  122.3, 19.4083,
0490201908, 091593, 193718,  164.1, 17.2388,
0490201907, 091593, 193650,  164.2, 17.2376,
0490201906, 091593, 193626,  164.2, 17.2341,
0490202017, -00009, -00009,    5.3, 26.5559,
0490202016, -00009, -00009,   25.2, 26.4112,
0490202015, -00009, -00009,   37.1, 26.1646,
0490202014, -00009, -00009,   45.0, 25.9123,
0490202013, -00009, -00009,   45.0, 25.9090,
0490202012, -00009, -00009,   74.4, 22.5534,
0490202011, -00009, -00009,  100.6, 20.7482,
0490202010, -00009, -00009,  100.4, 20.6522,
0490202009, -00009, -00009,  124.7, 19.1451,
0490202008, -00009, -00009,  164.5, 17.3086,
0490202007, -00009, -00009,  164.6, 17.3050,
0490202006, -00009, -00009,  164.8, 17.2953,
0490202120, -00009, -00009,   11.1, 26.5665,
0490202119, -00009, -00009,   20.7, 26.4472,
0490202118, -00009, -00009,   40.8, 26.3940,
0490202117, -00009, -00009,   61.2, 25.9748,
0490202116, -00009, -00009,   79.8, 23.3455,
0490202115, -00009, -00009,  100.7, 21.3450,
0490202114, -00009, -00009,  126.3, 20.2747,
0490202113, -00009, -00009,  151.2, 19.1005,
0490202112, -00009, -00009,  176.1, 18.0857,
0490202224, -00009, -00009,    4.4, 26.4637,
0490202223, -00009, -00009,    4.4, 26.4695,
0490202222, -00009, -00009,    4.4, 26.4697,
0490202221, -00009, -00009,    4.5, 26.4674,
0490202220, -00009, -00009,    4.4, 26.4683,
0490202219, -00009, -00009,    4.4, 26.4678,
0490202218, -00009, -00009,    4.3, 26.4676,
0490202217, -00009, -00009,    4.4, 26.4675,
0490202216, -00009, -00009,   10.4, 26.4706,
0490202215, -00009, -00009,   20.4, 26.3857,
0490202214, -00009, -00009,   30.4, 26.3738,
0490202213, -00009, -00009,   40.6, 25.9825,
0490202212, -00009, -00009,   45.7, 25.8924,
0490202211, -00009, -00009,   45.7, 25.8898,
0490202210, -00009, -00009,   50.6, 24.7315,
0490202209, -00009, -00009,   75.7, 21.5109,
0490202208, -00009, -00009,  100.5, 20.0316,
0490202207, -00009, -00009,  149.2, 17.7568,
0490202206, -00009, -00009,  199.3, 15.8946,
0500200124, 102893, 122310,    4.6, 25.7768,
0500200123, 102893, 122052,   12.4, 25.7914,
0500200122, 102893, 121953,   21.6, 25.8032,
0500200121, 102893, 121904,   29.5, 25.7851,
0500200120, 102893, 121753,   41.2, 25.7775,
0500200119, 102893, 121640,   51.6, 25.7590,
0500200118, 102893, 121514,   64.0, 25.2727,
0500200117, 102893, 121402,   70.1, 24.3714,
0500200116, 102893, 121238,   78.4, 23.0162,
0500200115, 102893, 121118,   88.2, 21.4200,
0500200114, 102893, 121009,  100.5, 20.7364,
0500200113, 102893, 120855,  110.4, 19.8029,
0500200112, 102893, 120740,  120.3, 19.2895,
0500200111, 102893, 120624,  130.6, 18.8171,
0500200110, 102893, 120519,  140.7, 18.3217,
0500200109, 102893, 120403,  150.8, 18.0158,
0500200108, 102893, 120248,  161.2, 17.7209,
0500200107, 102893, 120129,  172.9, 17.5050,
0500200106, 102893, 120021,  182.1, 17.0745,
0500200105, 102893, 115630,  184.1, 16.9132,
0500200104, 102893, 115432,  198.3, 15.8742,
0500200224, 102893, 192601,    5.5, 25.7438,
0500200223, 102893, 192335,   50.2, 25.7683,
0500200324, 102893, 230313,    6.9, 25.7870,
0500200323, 102893, 230047,   37.0, 25.7826,
0500200322, 102893, 225940,   44.5, 25.7034,
0500200321, 102893, 225839,   54.9, 23.8294,
0500200320, 102893, 225644,   85.3, 20.9267,
0500200319, 102893, 225433,  117.3, 19.5942,
0500200318, 102893, 225235,  171.2, 16.2850,
0500200418, 102993, 023037,    7.3, 25.8056,
0500200417, 102993, 022904,   27.4, 25.8101,
0500200416, 102993, 022721,   50.1, 25.8055,
0500200415, 102993, 022605,   55.9, 25.7942,
0500200414, 102993, 022448,   74.0, 22.8055,
0500200413, 102993, 022336,   90.6, 21.1736,
0500200412, 102993, 022230,  100.4, 20.5656,
0500200411, 102993, 022126,  104.8, 20.3099,
0500200410, 102993, 022011,  109.5, 20.2923,
0500200409, 102993, 021838,  113.9, 20.2292,
0500200408, 102993, 021716,  125.2, 19.7416,
0500200407, 102993, 021541,  150.8, 18.4256,
0500200406, 102993, 021414,  174.5, 17.4448,
0500200517, 102993, 050009,    7.1, 25.9068,
0500200516, 102993, 045807,   53.4, 25.9340,
0500200624, 102993, 074546,    7.2, 25.9645,
0500200623, 102993, 074530,    7.1, 25.9629,
0500200622, 102993, 074421,   17.2, 25.9695,
0500200621, 102993, 074312,   27.1, 25.9617,
0500200620, 102993, 074255,   27.1, 25.9654,
0500200619, 102993, 074117,   37.3, 25.9390,
0500200618, 102993, 074000,   48.4, 25.9378,
0500200617, 102993, 073831,   58.5, 25.8050,
0500200616, 102993, 073558,   80.3, 23.1071,
0500200615, 102993, 073442,   78.9, 23.1553,
0500200614, 102993, 073318,   93.4, 22.1772,
